"","actin","cd3","cd4","cd45","cd45ro","collageni","cytokeratin","fibulin2","lyve1","podoplanin","cd38","cd138","area","X_coord","Y_coord","InferredCellType"
"5494",2913,7240,847,471,6495,142,5282,2461,1902,5247,815,8081,4694,444.577545803153,4865.17831273967,"Other"
"5495",1342,5553,1576,365,4244,0,19065,1585,1259,376,881,8061,2053,5685.86556259133,4863.05309303458,"Epithelial cells"
"5496",1316,6131,1866,447,4230,0,19947,1844,1211,405,876,8675,1074,5403.18063314711,4871.1582867784,"Epithelial cells"
"5497",1276,5584,1159,553,3994,52,22209,1779,1222,361,818,6206,1104,5516.78623188406,4872.18387681159,"Epithelial cells"
"5498",1330,6028,1639,415,5865,0,19383,1730,1181,462,888,6945,2100,5624.90666666667,4871.81380952381,"Epithelial cells"
"5499",3014,6884,926,11937,15588,128,5943,1869,1815,7543,944,8777,903,2507.15171650055,4856.97674418605,"T-cells Mixed"
"5500",1390,8358,6920,16040,6451,5394,3273,38305,1556,1597,3509,5323,4065,4205.96014760148,4880.21377613776,"Mixed"
"5501",12818,5039,1873,402,7793,1390,3595,2596,1159,431,673,5188,1901,5175.60284061021,4864.28143082588,"Mixed"
"5502",1323,5794,2005,437,4622,42,22929,1764,1195,393,997,9043,2340,5442,4875.79829059829,"Epithelial cells"
"5503",1424,5291,1096,9776,5683,0,28327,1664,1186,508,905,5875,956,5792.47280334728,4871.3410041841,"Mixed"
"5504",2065,7264,978,2746,7412,116,5949,2800,2045,7072,788,10996,2970,2558.70572390572,4861.78720538721,"Other"
"5505",1950,5378,1432,501,5990,6485,9992,12867,1509,679,645,5339,4349,6039.42515520809,4870.03058174293,"Extracellular matrix"
"5506",1403,5705,1548,341,5525,0,27057,1708,1430,461,862,7336,2004,6927.66566866267,4866.44610778443,"Epithelial cells"
"5507",1411,6322,5523,12229,5494,2366,3420,34514,1606,1255,8986,7196,4449,4149.91301416049,4876.85255113509,"Mixed"
"5508",1554,9141,13395,9876,5150,2302,20875,1540,1413,2643,745,7494,2060,5946.14951456311,4872.3645631068,"Mixed"
"5509",2115,6511,691,334,1559,1516,6730,2026,1791,10209,789,9999,1662,8664.12214199759,4870.69434416366,"Extracellular matrix"
"5510",1376,5742,1508,319,3202,0,29279,1663,1377,1240,1154,6991,703,7027.51635846373,4869.03840682788,"Epithelial cells"
"5511",1414,5883,1512,360,4431,0,26363,1864,1505,1862,869,10878,2423,7183.31572430871,4872.59265373504,"Epithelial cells"
"5512",1281,5186,1346,300,5550,0,21800,1471,1212,350,780,6213,944,6537.61970338983,4874.49576271186,"Epithelial cells"
"5513",2466,7083,3594,438,10788,123,7015,1979,1685,10305,639,10359,2980,280.753020134228,4892.76308724832,"Other"
"5514",1277,9807,19262,1151,16877,5228,3325,43490,1619,500,834,5473,3783,3842.42823156225,4879.93840867037,"Mixed"
"5515",1918,5112,2543,1663,3000,1588,3420,16192,1291,655,4818,5681,1939,5215.1691593605,4867.58741619391,"Mixed"
"5516",1413,7221,8614,1852,12066,2459,3269,20668,1590,546,1152,5163,4646,3961.16444253121,4886.33534222988,"Mixed"
"5517",1307,5500,1488,429,5692,0,21872,1578,1222,390,737,5886,2185,5550.76796338673,4892.32128146453,"Epithelial cells"
"5518",1452,5726,1339,304,5413,0,19160,1653,1374,676,897,6953,1749,7078.06289308176,4888.60377358491,"Epithelial cells"
"5519",2690,6985,926,15418,10468,31,5732,2007,1839,6775,886,10099,2916,2517.36968449931,4896.52091906722,"T-cells Mixed"
"5520",1388,5400,915,341,5185,0,27125,1608,1358,521,838,6666,1670,6905.87844311377,4881.02754491018,"Epithelial cells"
"5521",1340,5332,1259,379,5289,0,17741,1571,1276,356,710,5607,1640,5721.78963414634,4891.43536585366,"Epithelial cells"
"5522",1372,5411,1812,351,4131,0,26240,1554,1343,1108,925,6629,1185,7028.60506329114,4892.66160337553,"Epithelial cells"
"5523",8026,4726,1261,523,11133,3438,3836,5569,1260,380,782,6093,3140,3653.57547770701,4889.57643312102,"Extracellular matrix"
"5524",1885,6789,3155,3181,9444,603,7629,2403,1817,8125,620,13977,3931,214.552022386161,4896.9791401679,"Other"
"5525",2636,11593,7585,3833,19898,2621,9789,8448,2427,835,809,8451,5236,1832.01890756303,4895.54125286478,"Mixed"
"5526",1624,8714,6643,810,8726,270,8303,2133,1561,1872,561,7788,3361,3117.79589407914,4898.39184766439,"T-cells Mixed"
"5527",1307,9604,6386,11847,6186,208,18440,1489,1160,2354,774,6506,1322,5917.36384266263,4894.3895612708,"Mixed"
"5528",1325,5392,1496,8296,5640,0,17048,1546,1189,569,997,5866,1929,5764.62467599793,4899.72109901503,"Mixed"
"5529",1693,6395,1926,564,5853,1641,8775,20701,1554,2901,892,8119,3266,3222.56307409675,4891.48315982854,"Extracellular matrix"
"5530",1318,6218,4836,16229,5294,0,28191,1655,1301,509,895,6117,1729,5836.86350491614,4887.46096009254,"Mixed"
"5531",1287,5424,1324,389,4939,0,13175,1649,1324,484,890,8407,1656,5646.7306763285,4895.60507246377,"Epithelial cells"
"5532",1262,5044,3335,675,6095,640,14953,2285,1234,2035,1050,6280,3175,6420.73952755906,4896.10236220472,"Epithelial cells"
"5533",1367,5886,1702,350,4940,0,23659,1824,1276,414,762,7152,3038,6679.35418038183,4886.82949308756,"Epithelial cells"
"5534",1809,5480,865,373,5197,1030,22546,15987,1488,2553,693,7334,2001,7224.70714642679,4903.54872563718,"Mixed"
"5535",1362,5682,2392,1369,4944,832,3331,13576,1352,527,7780,6290,1626,5238.66605166052,4894.17097170972,"Mixed"
"5536",1286,5206,1560,361,5044,0,10935,1677,1210,387,735,6867,1670,6551.10838323353,4899.87904191617,"Other"
"5537",1466,5234,1017,460,6051,386,6785,1581,1414,8273,601,12144,4713,9256.42584341184,4902.20687460216,"Other"
"5538",1339,5047,1707,331,7070,0,10711,1605,1156,1344,659,7009,1121,6502.76628010705,4896.70829616414,"Other"
"5539",1373,5404,916,271,3874,0,32693,1468,1398,3578,872,6251,833,7046.77190876351,4905.81512605042,"Epithelial cells"
"5540",1267,5334,1238,391,3964,0,17328,1567,1188,386,704,5719,977,5695.48208802457,4903.35516888434,"Epithelial cells"
"5541",2234,6635,670,1674,6952,1162,5888,2639,1743,6332,668,9542,2587,2616.81020487051,4892.53111712408,"Other"
"5542",7332,5011,1233,1121,7222,2431,3077,1904,1222,322,640,5045,3788,3617.36721224921,4918.53220696938,"Extracellular matrix"
"5543",2533,7134,10247,602,17632,664,5499,1486,2181,15038,590,12364,2182,9374.29285059578,4889.45233730522,"Mixed"
"5544",1725,6707,4147,770,9193,2802,4192,21896,1616,440,643,6494,2577,3342.8703919286,4888.54443150951,"Extracellular matrix"
"5545",1403,5531,1346,361,7005,14,29418,2139,1337,1146,992,6882,2631,6973.89851767389,4918.97187381224,"Epithelial cells"
"5546",11868,5817,1204,428,5231,698,24620,8653,1426,1577,949,10452,4183,7167.14582835286,4915.21826440354,"Mixed"
"5547",2428,6586,1064,998,12736,570,5558,2124,1714,3701,797,7705,1691,2583.07865168539,4908.94973388528,"Other"
"5548",1404,5497,1028,438,4796,0,19195,1689,1412,421,785,6679,2286,6886.30183727034,4904.43525809274,"Epithelial cells"
"5549",1420,7844,4608,978,9147,2719,3247,8153,1275,434,872,5444,1901,4804.3503419253,4898.96580746975,"Extracellular matrix"
"5550",1338,5407,2764,2678,6640,0,11010,1553,1143,3618,679,5659,1436,5865.35863509749,4910.6991643454,"Other"
"5551",1358,5550,1618,380,4893,0,15883,1711,1270,435,855,6472,3846,6620.93265730629,4904.64300572023,"Epithelial cells"
"5552",2928,7606,4701,1070,7622,2429,3254,12111,1268,512,1062,5373,2117,4766.51582427964,4900.07227208314,"Extracellular matrix"
"5553",1403,8897,4833,7928,5991,0,16183,1818,1238,3661,686,6078,1083,5903.91782086796,4915.89566020314,"Mixed"
"5554",2809,6130,1170,1256,8273,1107,7751,2975,1635,16885,741,12675,4391,9176.97677066727,4916.2486905033,"Lymphatic vessel"
"5555",1694,5965,2150,810,9895,2693,3366,10551,1336,323,4405,6282,3160,4844.18955696203,4907.36518987342,"Mixed"
"5556",1959,7920,8536,535,15195,302,4561,1568,1601,7365,621,9898,2738,9340.76479181884,4910.92951059167,"T-cells Mixed"
"5557",2496,6445,1090,576,8875,345,5558,1942,1866,6290,827,10688,4552,478.478251318102,4920.58721441125,"Other"
"5558",1955,14304,17001,5271,18078,1767,4299,32506,1573,513,1047,7869,2760,5155.56920289855,4918.31014492754,"Mixed"
"5559",1684,12426,12654,1716,9042,1294,3914,18865,1391,626,4218,7258,5519,5279.82750498279,4917.7731473093,"Mixed"
"5560",1649,5938,690,531,4574,161,5205,1425,1482,6595,587,7745,1332,343.468468468468,4902.34309309309,"Other"
"5561",3119,6750,1786,2134,5478,213,6725,1768,2049,6254,752,10567,4956,552.092413236481,4914.85431799839,"Other"
"5562",1736,11163,7940,928,10972,2144,4280,24304,1526,385,2215,7026,2330,3315.96051502146,4914.73948497854,"Mixed"
"5563",1446,5872,1941,475,4860,9,33375,1888,1189,1427,768,7216,2802,5385.41256245539,4907.78372591006,"Epithelial cells"
"5564",1943,6537,3432,689,8991,957,3590,28207,1521,618,881,7345,4333,6031.43780290792,4922.19639972306,"Extracellular matrix"
"5565",1444,5662,1417,432,3665,47,23374,1678,1366,551,803,7210,1775,7112.72,4907.42309859155,"Epithelial cells"
"5566",1715,5073,1105,369,5016,544,6678,1452,1578,9624,570,10689,1353,9414.51145602365,4902.18477457502,"Other"
"5567",1623,6315,1255,351,4385,162,10192,1825,1541,4342,707,7470,4172,3159.59012464046,4925.41562799617,"Other"
"5568",1703,10226,9175,799,11559,2439,3447,31236,1501,485,3441,5255,6354,3392.32420522506,4937.76392823418,"Mixed"
"5569",1459,7973,10140,883,9435,3244,3306,18569,1412,413,11595,7366,2114,4891.43803216651,4902.69536423841,"Mixed"
"5570",1721,6614,3738,1654,7432,1816,3454,28165,1398,469,5564,6522,2471,5197.68474301902,4917.98866855524,"Mixed"
"5571",1730,6047,1544,712,4811,3577,4880,9493,1745,482,1823,7058,5306,7595.67169242367,4917.74839803995,"Extracellular matrix"
"5572",6268,5854,2691,1010,11338,1362,5125,5738,1940,9896,654,11202,5638,8455.19900673998,4920.64295849592,"Extracellular matrix"
"5573",1667,7796,3275,433,10833,903,6437,1578,1519,6435,576,7850,1575,257.344761904762,4921.22031746032,"Other"
"5574",2291,6718,10252,1424,11935,3469,3291,19872,1413,840,3454,5431,5172,4281.21075019335,4914.66744006187,"Mixed"
"5575",1389,5684,3110,367,4919,99,23750,1723,1364,396,848,7543,1368,6936.85964912281,4926.46418128655,"Epithelial cells"
"5576",1641,6637,1116,442,4970,0,24679,1597,1202,413,888,7694,3309,5595.74131157449,4923.38954366878,"Epithelial cells"
"5577",2685,6558,1236,352,6090,2719,5353,2608,2020,4634,634,7891,4458,2778.58411843876,4921.71377299237,"Extracellular matrix"
"5578",1426,8858,4629,11200,2231,1946,20873,2869,1102,1156,723,5211,2163,5960.71890892279,4914.10078594545,"Mixed"
"5579",1295,5048,1395,541,5369,0,18152,1597,1189,1213,865,7459,843,6474.18268090154,4913.86476868327,"Epithelial cells"
"5580",1686,11158,7103,1194,8792,2534,4435,25811,1660,454,1160,6817,1623,3285.42575477511,4917.65249537893,"Mixed"
"5581",1667,6298,895,5283,5801,510,6175,2295,1907,10253,727,10618,1669,187.893948472139,4923.75554224086,"Other"
"5582",1925,8272,2248,16958,16096,3219,3242,14445,1361,1067,3516,5974,3950,4104.15113924051,4919.21569620253,"Mixed"
"5583",1469,5122,2100,9497,6762,0,9609,1423,1136,350,803,5511,939,5823.68157614484,4918.41320553781,"T-cells Mixed"
"5584",1282,5758,1905,413,6213,0,16713,1794,1259,1428,816,7551,2277,6519.42951251647,4929.90206411946,"Epithelial cells"
"5585",1340,5219,1405,273,5374,0,6010,1621,1292,401,650,6008,1161,6682.55383290267,4922.24461670973,"Other"
"5586",2548,7074,1188,763,14339,225,5969,1917,1748,7077,905,9197,3714,2558.21190091545,4941.88960689284,"T-cells Mixed"
"5587",1534,5595,1312,396,6623,0,16249,1583,1262,420,901,6085,1846,5675.49729144095,4923.82990249187,"Epithelial cells"
"5588",1430,5524,1824,821,4346,0,14649,1560,1407,487,852,6989,1408,7066.16832386364,4937.33025568182,"Epithelial cells"
"5589",2011,7054,1024,1884,6944,381,5893,1892,1975,6805,614,11774,1797,322.818586533111,4925.73567056205,"Other"
"5590",1663,5897,1524,2874,8169,0,16545,1533,1153,355,881,6807,1110,5798.19189189189,4924.89369369369,"Epithelial cells"
"5591",1387,5656,1851,407,3494,57,24248,1605,1319,1193,1346,7473,1374,7006.20014556041,4930.47088791849,"Epithelial cells"
"5592",1620,9020,18354,2098,17204,3117,3461,17898,1586,510,5312,6209,3337,3853.59364698831,4932.6730596344,"Mixed"
"5593",1602,6152,1466,394,7334,0,18707,1592,1140,370,685,6868,1428,5765.79131652661,4929.61414565826,"Epithelial cells"
"5594",1763,5505,1142,435,4359,620,19233,1623,1341,1275,940,7296,2036,7136.31041257367,4946.23182711198,"Epithelial cells"
"5595",1488,5434,1469,536,4827,0,14304,1534,1380,399,831,7700,1817,7092.90148596588,4950.10842047331,"Epithelial cells"
"5596",4152,5538,1314,294,4520,967,8930,2788,1578,5161,748,15458,5303,8960.16217235527,4933.31340750519,"Mixed"
"5597",1618,6435,1525,449,5264,25,22440,1519,1392,2459,746,7851,2294,5408.16085440279,4937.58456843941,"Epithelial cells"
"5598",1726,6221,1465,547,6361,646,9002,21048,1560,5122,650,7066,1689,3255.49792776791,4929.6062759029,"Extracellular matrix"
"5599",1471,5618,1420,560,5249,0,18838,1620,1247,1045,914,6202,2208,6453.41259057971,4939.77038043478,"Epithelial cells"
"5600",1638,7095,3433,880,11773,3253,3981,12634,1572,519,16564,7945,3797,4917.72372925994,4939.54385040822,"Mixed"
"5601",1527,6141,1530,309,6259,1136,23381,5281,1126,2244,611,6832,2935,6374.75298126065,4926.79897785349,"Epithelial cells"
"5602",1373,5697,2178,1137,2948,0,32232,1650,1368,1012,1280,6792,2069,7032.86321894635,4951.53745770904,"Epithelial cells"
"5603",17046,7594,6560,1593,7223,2380,4475,3948,1515,420,882,6521,3308,8522.361547763,4931.78113663845,"Mixed"
"5604",2757,7363,878,567,4056,1102,6203,2883,2195,9179,660,10617,5683,2704.87876121767,4938.86820341369,"Other"
"5605",2097,7372,1893,8292,5151,3583,4132,34215,1746,1081,2536,7255,4620,4051.54523809524,4939.3196969697,"Mixed"
"5606",2285,9027,6994,1070,11150,2664,4009,10861,1335,472,2124,8477,3539,4793.02345295281,4948.78185928228,"Mixed"
"5607",1275,5214,1179,412,6464,0,9415,1568,1285,373,679,6284,1458,6703.77983539095,4935.25171467764,"Other"
"5608",1656,6500,1913,518,5464,605,11497,7080,1526,11362,794,8954,3520,3214.85795454545,4951.15909090909,"Other"
"5609",1870,14120,13255,4593,16884,3729,4698,35534,1969,550,3040,7644,4059,5120.9583641291,4949.0157674304,"Mixed"
"5610",1631,6592,1261,401,5659,0,22253,1446,1183,383,827,7428,771,5859.12321660182,4937.99092088197,"Epithelial cells"
"5611",1387,5233,1364,375,5448,5,24699,1598,1341,632,1018,6684,3368,6875.1229216152,4941.05552256532,"Epithelial cells"
"5612",5734,18093,13939,5406,22186,2742,6803,4514,1966,6219,866,10495,2656,1994.6890060241,4938.11106927711,"Mixed"
"5613",8558,17175,11708,5175,17511,1810,6289,6681,2044,6799,1168,11503,3523,1950.15640079478,4942.43457280727,"Mixed"
"5614",1786,6690,762,499,8962,620,6656,2370,1744,7697,601,10581,4275,2634.52,4951.70385964912,"Other"
"5615",1717,7517,4378,434,6531,567,34596,1931,1541,4540,726,8945,2655,5351.95517890772,4948.09905838041,"Epithelial cells"
"5616",8744,5769,530,518,2035,2500,4030,12768,1496,710,653,6154,3836,6143.56152241919,4941.69942648592,"Mixed"
"5617",18350,5338,966,385,9061,4844,4348,14326,2729,572,991,6684,3969,7283.47745023935,4944.71579743008,"Mixed"
"5618",1769,7819,4657,4679,7937,1418,4996,5022,1643,6031,660,9177,2815,8635.28134991119,4935.60390763766,"Extracellular matrix"
"5619",2185,5201,861,358,9012,221,5171,1457,1661,5112,643,9066,3757,9397.36917753527,4948.66835240884,"Other"
"5620",1456,5414,2373,912,5906,599,5020,1610,1383,7731,443,11987,1488,9234.52352150538,4944.91599462366,"Other"
"5621",1594,7010,1533,374,7722,0,24851,1670,1536,457,817,9107,1715,5823.14402332362,4956.00174927114,"Epithelial cells"
"5622",1573,6375,1115,382,6501,0,16331,1433,1193,971,932,7466,789,5888.70342205323,4942.15082382763,"Epithelial cells"
"5623",1350,5563,1433,322,3486,0,5250,1761,1248,367,784,6153,774,6628.33979328165,4940.68992248062,"Other"
"5624",2617,6435,1087,464,8252,556,5799,2020,1609,6785,624,12153,3684,2872.76601520087,4952.45059717698,"Other"
"5625",1888,6057,920,452,10566,3037,4650,15424,1809,547,1109,7532,4396,7349.39899909008,4953.60737033667,"Extracellular matrix"
"5626",1939,9443,6213,968,6120,2186,11331,7021,2025,1981,1041,11425,4627,1830.03285065917,4965.85303652475,"Mixed"
"5627",1883,14217,10144,1701,12384,1668,4555,33107,2246,828,5119,8556,4507,5033.8997115598,4952.54049256712,"Mixed"
"5628",1639,9657,8603,10990,8499,1364,32678,1470,1589,2638,931,7709,2497,5966.90428514217,4951.73728474169,"Mixed"
"5629",1284,5269,1292,430,3262,0,20238,1710,1299,388,837,6274,2591,6738.81049787727,4950.34581242763,"Epithelial cells"
"5630",8127,8204,5940,699,7767,981,6688,5430,2130,6184,1601,9944,4340,2028.81428571429,4964.10184331797,"T-cells Mixed"
"5631",1268,5480,1193,297,6530,0,8391,1638,1232,378,670,6292,705,6668.8780141844,4953.77304964539,"Other"
"5632",12466,10366,13294,6434,16469,953,5507,7066,1624,3971,795,7507,3323,8576.50616912428,4949.78994884141,"Mixed"
"5633",1622,6725,1209,809,7205,8,31330,1515,1411,577,951,7920,1151,5918.33883579496,4951.34491746308,"Epithelial cells"
"5634",1555,6298,2821,488,7294,1531,20946,1446,1928,2050,655,11856,1763,6359.87407827567,4956.79580260919,"Mixed"
"5635",1571,5273,1023,1163,2905,213,4203,4457,1682,608,778,6366,1080,8497.90462962963,4961.80648148148,"Other"
"5636",1712,9035,1041,465,8487,7,30833,1726,2659,449,804,10480,2364,5771.9741962775,4966.14043993232,"Epithelial cells"
"5637",1986,7797,1742,382,6973,115,14480,1548,1413,2018,835,7113,2037,6414.20225822288,4968.80805105547,"Epithelial cells"
"5638",1336,5293,1259,464,5990,0,13429,1641,1245,375,668,5998,1810,6631.10055248619,4966.19171270718,"Epithelial cells"
"5639",1800,8834,3660,5738,15720,660,4807,2227,1679,9500,674,21209,2307,9190.15561335067,4966.07715648028,"Mixed"
"5640",1714,6526,2468,744,4425,2353,4375,15538,1665,441,7316,7315,3558,5212.49718943227,4967.73946037099,"Mixed"
"5641",2627,6313,841,794,3731,262,6518,1734,1786,12254,718,12359,4152,428.295038535645,4960.30009633911,"Other"
"5642",12840,10211,13734,1117,14148,2050,4358,11457,2152,486,5541,7944,4761,4377.27536231884,4964.89245956732,"Mixed"
"5643",1254,5399,1728,369,5339,0,12928,1691,1190,1447,641,7862,890,6484.23370786517,4964.65168539326,"Epithelial cells"
"5644",1604,6529,1173,376,7807,0,11384,1553,1523,388,709,8250,1418,5864.03596614951,4967.92031029619,"Other"
"5645",2061,8104,3911,588,7777,1150,36477,10332,1749,2624,804,8879,3502,5321.08623643632,4982.43832095945,"Epithelial cells"
"5646",3047,6220,2710,553,2888,466,10008,3496,1569,6534,761,14736,5739,9020.3772434222,4976.22181564733,"Mixed"
"5647",1804,7075,1331,421,4409,489,8735,3869,1741,6417,816,12509,2731,1879.77407543025,4970.88978396192,"Other"
"5648",2320,8612,3135,1253,6489,906,7105,1938,1722,8769,586,13677,2839,573.544557942938,4969.08136667841,"Other"
"5649",1237,5347,1892,505,6676,0,13340,1764,1210,443,1015,8011,3021,6527.75107580271,4979.71201588878,"Epithelial cells"
"5650",6993,6393,871,471,7113,2254,4108,14055,3809,20468,1022,6942,3744,4522.0953525641,4969.45405982906,"Mixed"
"5651",1388,5246,1147,291,5885,0,15443,1536,1327,393,773,6530,905,6907.04640883978,4969.29060773481,"Epithelial cells"
"5652",1397,6103,3295,446,5511,0,24134,1725,1338,691,1480,7522,2878,6956.45587213343,4977.64107018763,"Epithelial cells"
"5653",1650,11873,13314,12359,7550,21,30094,1924,1623,622,933,8656,3591,5420.64633806739,4974.68922305764,"Mixed"
"5654",1562,5720,1437,434,5748,7686,6355,8276,1814,560,1188,6930,5004,7624.53956834532,4979.88729016787,"Extracellular matrix"
"5655",2640,9355,4115,569,6984,157,5358,2359,1791,4318,699,11929,3388,622.770956316411,4976.84474616293,"Other"
"5656",2385,6600,1296,472,4015,797,5600,3983,1960,4449,690,9648,4012,2826.25947158524,4978.03315054835,"Other"
"5657",1660,7486,3353,1126,7442,0,27362,1785,1542,1524,759,14861,1622,5909.29223181258,4984.2663378545,"Epithelial cells"
"5658",1288,4963,1010,306,7221,0,7238,1481,1173,312,772,5785,776,6679.32474226804,4978.75128865979,"Other"
"5659",1886,6679,2143,427,6376,1141,17559,1663,1389,1146,778,12849,1045,6324.14928229665,4961.55119617225,"Epithelial cells"
"5660",1448,6088,1365,403,7578,0,15179,1480,1225,462,779,6122,1681,6438.31409875074,4989.64485425342,"Epithelial cells"
"5661",2042,6860,851,314,6046,644,6110,3576,1823,8665,729,8804,4866,2929.42231812577,4981.47390053432,"Other"
"5662",1239,5121,1122,421,5975,0,10708,1474,1197,404,610,5987,610,6705.55081967213,4970.0262295082,"Other"
"5663",1222,5011,1647,353,5956,0,10306,1542,1147,373,696,8187,1612,6497.46029776675,5001.25806451613,"Other"
"5664",1605,9333,7738,9860,8691,77,33580,1824,1599,3074,741,13867,849,5955.63604240283,4981.00824499411,"Mixed"
"5665",2018,7856,7382,2583,11380,337,7670,4969,1402,13747,710,11760,3684,8622.11997828447,4996.20249728556,"Mixed"
"5666",2272,8322,6911,1134,12895,425,4802,2140,1667,5095,665,13109,3345,9239.21853512705,4992.48310911809,"T-cells Mixed"
"5667",1301,5187,1574,471,4633,0,10823,1682,1191,357,676,6153,917,6643.86913849509,4988.79934569248,"Other"
"5668",1410,5893,1425,394,6143,0,17900,1682,1313,478,992,7138,2797,6890.60350375402,4991.21987844119,"Epithelial cells"
"5669",1563,6049,1261,655,4252,5039,3922,17571,1757,1264,5038,6616,3547,3865.70369326191,4986.64589794192,"Mixed"
"5670",1847,6641,1499,427,2104,3462,7899,13955,1800,6520,666,9072,6369,3131.50431778929,4997.92683309782,"Extracellular matrix"
"5671",1704,6836,1603,1467,5669,129,20076,1682,1543,739,887,12096,1405,6310.64341637011,4981.21067615658,"Epithelial cells"
"5672",1923,13026,11800,948,9513,2014,5073,16723,1894,533,3100,8006,2453,5272.01508357114,4980.44557684468,"Mixed"
"5673",21652,5679,1109,349,3887,1879,4330,6821,1386,443,899,7809,2851,7212.64223079621,4977.505787443,"Mixed"
"5674",1544,6614,2040,474,6178,0,18316,1760,1455,1745,710,10459,1716,6379.28496503497,4993.21445221445,"Epithelial cells"
"5675",1841,7043,812,361,5698,597,6476,2235,1871,8001,916,9216,4009,273.728860064854,4991.97730107259,"Other"
"5676",16008,6219,3559,787,7668,3891,3990,6696,1584,498,13508,7566,3829,4472.50457038391,4992.42778793419,"Mixed"
"5677",14378,5873,1182,375,3912,2789,15440,9958,1563,1566,1049,7366,4287,7134.7895964544,5000.99836715652,"Mixed"
"5678",2840,7863,1033,4664,7683,980,5180,2016,1629,5486,736,9270,2222,9142.54545454545,4982.89648964897,"Other"
"5679",1927,6857,1357,738,4475,2213,4003,3339,1446,449,2739,14491,1910,4773.71780104712,4986.6387434555,"Mixed"
"5680",1753,7610,1919,605,8105,4314,4442,14941,2028,753,7972,10130,3565,4965.85245441795,4988.56465638149,"Mixed"
"5681",1314,4945,2580,449,7390,2,10435,1436,1166,426,901,7890,612,6462.34967320261,4988.65359477124,"Other"
"5682",1937,6311,1729,10347,5735,279,5725,2153,1601,7118,1266,10058,4969,339.815657073858,4993.1147112095,"T-cells Mixed"
"5683",1624,8092,6056,8160,5366,1751,21959,4234,1640,3049,662,11603,1531,6002.86544741999,4981.77465708687,"Mixed"
"5684",2334,10363,11246,915,19348,448,5257,2812,2124,4694,896,10655,2739,8801.70828769624,4985.34428623585,"T-cells Mixed"
"5685",1268,5250,1395,415,6413,0,11771,1609,1272,368,792,6709,1144,6705.53933566434,4995.91171328671,"Other"
"5686",2237,6983,3535,891,3356,3849,4137,13150,1824,480,14151,8400,1799,4427.54085603113,4986.89716509172,"Mixed"
"5687",1624,7673,1842,462,8317,102,10674,1945,1503,433,824,11828,1922,5872.99843912591,5002.73152965661,"Other"
"5688",1632,6267,2616,900,6771,7261,5559,12747,1541,438,1353,7114,3924,3269.47833843017,4989.23063200816,"Extracellular matrix"
"5689",1572,8602,7227,3234,4496,1389,26062,5295,1477,1782,889,7295,4019,7071.99427718338,5006.19930330928,"Mixed"
"5690",3118,6578,1503,1429,7122,136,8156,2546,1632,8624,726,10384,2888,8665.33102493075,5001.53531855956,"Other"
"5691",16903,7720,1491,607,6956,660,5824,3751,1755,797,918,8253,3477,8527.56284153005,5000.34167385677,"Myocytes"
"5692",6466,9894,8348,7080,8006,976,8623,6699,2004,5488,674,19790,3770,834.508222811671,4996.12068965517,"Mixed"
"5693",1633,7790,3332,1161,7323,0,13870,2058,1492,2229,778,15011,754,5944.64456233422,4999.68037135279,"Epithelial cells"
"5694",4332,9317,1110,853,4984,1389,27956,25851,2202,1427,810,9273,2841,6243.61210841253,4995.41147483281,"Mixed"
"5695",1544,6927,1474,548,6177,1,19103,1704,1464,772,699,9225,2225,6339.31595505618,5013.01528089888,"Epithelial cells"
"5696",1389,6109,1627,316,4924,32,9288,1844,1318,1491,1087,8009,1520,6954.42236842105,5017.49934210526,"Other"
"5697",1686,7066,1875,837,3864,1559,4121,4198,1521,523,8587,18251,3417,4725.52677787533,4999.90400936494,"Mixed"
"5698",11071,9619,12244,464,9785,855,5660,6680,1789,7461,799,8567,2504,8587.72484025559,5017.9161341853,"Mixed"
"5699",2615,6313,1387,1379,5284,464,4746,1639,2058,1999,807,7987,858,9159.43822843823,5008.46503496503,"Other"
"5700",1615,10675,10615,12083,5564,397,36573,2146,1589,6111,791,8799,1724,5362.53306264501,5005.61310904872,"Mixed"
"5701",1285,5321,1715,368,6465,0,8259,1745,1203,345,711,7522,743,6652.22880215343,5008.2732166891,"Other"
"5702",1726,5870,1067,382,7582,2667,4993,5300,2083,3475,769,7294,3522,7671.96166950596,5009.17802385009,"Extracellular matrix"
"5703",1283,4927,1058,290,6531,0,9286,1440,1135,300,787,5814,441,6673.01587301587,5007.04535147392,"Other"
"5704",1580,5708,3456,1691,3269,1276,16294,4490,1541,1650,986,6904,4300,7020.43279069767,5018.6711627907,"Epithelial cells"
"5705",15190,5301,693,290,6894,2203,4013,1447,1363,316,548,6056,2616,7244.55466360856,5007.81116207951,"Mixed"
"5706",1789,6568,1225,1474,3223,753,6526,1633,1620,7555,803,11432,3121,445.913168856136,5012.8061518744,"Other"
"5707",1673,7065,1777,416,5077,0,27525,1907,1557,589,910,8559,2567,5456.54343591741,5007.10712894429,"Epithelial cells"
"5708",1646,6647,2028,1808,5997,1133,15739,3720,1655,1345,714,14569,1576,5982.71192893401,5013.47525380711,"Epithelial cells"
"5709",3063,6696,1978,971,5770,2718,4431,12618,1753,1186,4461,10354,4036,4812.95317145689,5012.84737363726,"Mixed"
"5710",1321,5198,1616,312,5480,0,8635,1574,1168,322,1384,7344,619,6465.7027463651,5015.92568659128,"Other"
