"","actin","cd3","cd4","cd45","cd45ro","collageni","cytokeratin","fibulin2","lyve1","podoplanin","cd38","cd138","area","X_coord","Y_coord","InferredCellType"
"3583",2050,9203,1897,466,5800,0,25166,2249,1891,11173,898,9740,1138,2789.19068541301,3453.65553602812,"Epithelial cells"
"3584",3769,7452,824,368,4756,980,7220,2952,1831,8127,780,10715,2444,460.966857610475,3446.88707037643,"Other"
"3585",20769,7393,2178,4134,3405,5431,4023,2870,1615,516,914,6980,1947,5997.45762711864,3446.72984078069,"Mixed"
"3586",2105,8408,1302,375,6109,238,29089,2764,1900,2246,933,9940,4725,2855.87915343915,3491.24571428571,"Epithelial cells"
"3587",1986,7981,1170,335,7626,0,17349,2017,1882,471,879,9133,1294,3054.0772797527,3458.2341576507,"Epithelial cells"
"3588",1596,6105,1741,397,6592,0,23188,1949,1260,509,1036,12428,2238,3433.23681858803,3461.84495084897,"Epithelial cells"
"3589",2103,8391,1743,396,5526,0,29210,2227,1950,513,1366,11598,1261,2247.7811260904,3464.60190325139,"Epithelial cells"
"3590",3740,7304,1125,476,13931,992,8489,3764,2016,11533,786,14964,3377,9021.24844536571,3466.18359490672,"Mixed"
"3591",1706,8168,9218,3689,17782,8864,4267,25794,2301,2184,780,7145,3585,5305.62008368201,3446.88675034867,"Mixed"
"3592",8239,7001,1974,2347,14070,3125,5239,4787,2495,496,852,7667,1951,7199.48077908765,3451.35827780625,"Mixed"
"3593",18459,6175,1236,471,2419,242,4373,1900,1454,447,642,7171,1615,6071.85820433436,3457.96222910217,"Myocytes"
"3594",4579,6240,1126,3079,7929,632,8301,7086,2084,9841,1053,15149,3762,7698.12041467305,3464.34795321637,"Mixed"
"3595",1970,7460,981,377,8018,9,17416,1816,1698,514,815,8204,1113,3166.56064690027,3471.8957771788,"Epithelial cells"
"3596",1366,5746,1670,450,8744,2,12637,1738,1271,459,734,7054,1416,3522.54378531073,3471.11935028249,"Epithelial cells"
"3597",24371,7118,1330,361,4262,418,3918,4087,1364,449,768,7031,7266,4222.37544728874,3501.30759702725,"Myocytes"
"3598",2130,8920,914,10074,6701,28,9610,1793,2042,17228,716,31959,2806,9181.65930149679,3474.22808267997,"Mixed"
"3599",1391,5709,1422,436,6056,0,20660,1824,1291,603,859,7194,1737,3483.88716177317,3470.35233160622,"Epithelial cells"
"3600",2266,7791,896,4957,10633,100,7561,2337,1803,5764,700,11885,3230,9228.46439628483,3478.69349845201,"Other"
"3601",3439,6458,1078,9347,11029,218,6256,3759,1976,9766,1031,9605,2444,9294.79582651391,3476.16775777414,"T-cells Mixed"
"3602",7911,5965,987,456,785,2224,4523,18851,1824,409,703,6830,2125,4167.608,3456.37223529412,"Extracellular matrix"
"3603",5728,5562,1388,461,8567,3490,10289,4211,1820,8361,800,7423,2405,6428.63035343035,3467.69397089397,"Extracellular matrix"
"3604",1918,8315,1916,419,5558,2,28334,2276,1836,550,1129,9369,2527,3221.48753462604,3468.22635536209,"Epithelial cells"
"3605",2100,9035,2634,512,3334,0,36575,2473,1978,522,1046,11103,1954,2286.52814738997,3470.82395087001,"Epithelial cells"
"3606",1971,6194,1189,851,9085,5073,4850,29558,2395,796,748,7153,4566,4523.29303547963,3472.19185282523,"Extracellular matrix"
"3607",22150,12282,19111,12577,8945,2766,4723,60694,3027,1055,805,7160,2909,5967.24166380199,3476.28704022001,"Mixed"
"3608",2468,7033,871,713,25303,1670,5930,3438,7181,3715,924,11429,3552,8367.90934684685,3460.28744369369,"Mixed"
"3609",1796,7501,2061,627,4148,8,25558,2229,1677,476,732,7960,2010,3340.80298507463,3479.20995024876,"Epithelial cells"
"3610",1396,5466,1457,414,8447,0,26425,1844,1300,421,907,6422,1946,3553.57810894142,3468.32990750257,"Epithelial cells"
"3611",1864,7252,1294,417,6164,0,17326,1893,1745,430,730,8392,1017,3188.96558505408,3482.45329400197,"Epithelial cells"
"3612",1561,6422,1395,474,5795,8,23101,1937,1420,1306,933,9588,1589,4081.93517935809,3466.23599748269,"Epithelial cells"
"3613",1950,7843,1731,371,4855,0,31437,2145,1813,463,845,8729,2114,3007.56764427625,3478.06527909177,"Epithelial cells"
"3614",4809,12029,8376,2486,16653,1307,32294,22898,2068,650,1107,15092,4009,2032.1883262659,3481.4839111998,"Mixed"
"3615",3035,6699,1089,398,9717,402,8481,2836,2184,5269,907,14309,2379,8878.29213955443,3474.17990752417,"Mixed"
"3616",3453,6159,1211,517,6339,762,12204,2609,2014,14143,713,17265,2255,9358.35831485588,3475.20487804878,"Mixed"
"3617",1665,7041,6238,3122,14744,3379,4249,17855,2248,995,1169,6747,4268,5291.45759137769,3491.98734770384,"Mixed"
"3618",2131,8746,1235,451,5554,530,35448,2371,1929,2977,964,10455,3535,2415.87637906648,3502.70777934936,"Epithelial cells"
"3619",2096,8214,1561,381,7007,439,29354,3591,1940,13093,872,10659,2594,2807.05397070162,3498.00385505012,"Mixed"
"3620",1492,6258,1550,443,6709,232,25567,2116,1903,764,1075,11515,4210,4027.25463182898,3476.01472684086,"Epithelial cells"
"3621",2085,8057,1533,384,3413,0,27325,2375,1900,863,814,9172,2190,2905.47716894977,3479.14885844749,"Epithelial cells"
"3622",1507,5830,1230,500,6528,0,34024,1793,1420,548,868,6853,2360,3797.34788135593,3473.60254237288,"Epithelial cells"
"3623",5117,6732,863,400,8457,389,9567,3313,2714,27788,852,17642,2657,8710.33345878811,3478.80052691005,"Mixed"
"3624",12482,5663,777,298,5435,754,3931,3795,1649,361,658,6651,2233,4382.60008956561,3479.33990147783,"Myocytes"
"3625",21267,6343,1067,566,17736,3031,5145,17412,1785,770,1111,8780,4658,7081.61657363675,3483.51094890511,"Mixed"
"3626",3184,11855,11922,3038,15651,2945,5160,5865,1598,951,942,8088,2405,7218.21122661123,3481.00540540541,"Mixed"
"3627",1958,7887,798,400,7475,0,25334,2134,1751,369,646,8818,940,3145.87553191489,3485.45425531915,"Epithelial cells"
"3628",1780,7218,1603,495,6444,0,18757,1954,1383,456,1060,9810,1930,3386.7067357513,3478.03886010363,"Epithelial cells"
"3629",1448,6131,1574,434,6245,0,16813,1946,1377,423,1164,7013,2152,3831.72165427509,3487.67611524164,"Epithelial cells"
"3630",1486,5976,1416,544,5719,0,24560,1811,1371,423,1097,7037,1872,3859.77938034188,3479.62553418803,"Epithelial cells"
"3631",1455,5768,1556,417,5558,0,25138,1844,1383,607,1062,9376,2691,3898.57710888146,3476.60906726124,"Epithelial cells"
"3632",1938,7261,844,331,4445,1169,5862,2345,2029,6247,608,9455,1433,491.074668527565,3474.93789253315,"Other"
"3633",2663,7972,951,482,15322,302,7493,2748,1890,7572,819,12515,2409,530.68202573682,3479.88792029888,"T-cells Mixed"
"3634",1989,7797,1575,322,7404,0,11976,2262,1919,437,717,8638,1139,3049.99385425812,3487.02282704126,"Other"
"3635",2554,5904,1360,1751,2223,2250,10690,5512,1499,7699,879,11636,2997,6361.36670003337,3480.03570236904,"Extracellular matrix"
"3636",2701,7439,845,430,4655,898,5804,2696,2326,6155,1004,12739,2834,422.804869442484,3481.11679604799,"Other"
"3637",12945,6663,4155,1035,4721,3033,4450,30603,2527,519,2900,8757,4386,5818.96557227542,3491.51322389421,"Mixed"
"3638",2989,6709,1545,815,2233,190,7605,1563,1946,3739,752,10987,3154,53.3221306277743,3492.63601775523,"Other"
"3639",2072,8472,1495,317,4845,590,30956,10684,1918,1130,793,10536,2181,2569.27097661623,3492.30032095369,"Epithelial cells"
"3640",2056,8373,1641,412,4826,567,28828,3458,1941,4592,984,10277,4050,2726.53777777778,3507.79086419753,"Epithelial cells"
"3641",1580,14497,13894,1950,19108,4568,4316,5080,1463,425,843,6361,2370,5914.62616033755,3481.20506329114,"Mixed"
"3642",20769,6392,2694,1705,3892,1367,4529,34806,2073,960,684,6900,1972,6028.75050709939,3485.64249492901,"Mixed"
"3643",2310,6186,1671,374,10502,4119,5175,12073,2016,1734,762,8011,2867,6584.73317056156,3478.10708057203,"Extracellular matrix"
"3644",1997,7802,1785,348,7909,0,16661,2037,1779,457,769,9240,1076,3080.3094795539,3489.14498141264,"Epithelial cells"
"3645",4106,6422,1225,420,8467,416,8029,2261,2231,18750,1075,16229,3317,8559.70756707869,3484.71842025927,"Mixed"
"3646",1815,6812,885,360,4439,450,8396,3026,2152,12539,674,11339,4079,197.421917136553,3487.51287080167,"Other"
"3647",16215,11129,10945,869,26376,6086,3973,9588,1589,547,921,7372,4044,6160.82888229476,3486.85064292779,"Mixed"
"3648",2173,8158,1115,640,6870,101,33626,2188,1957,584,821,10079,1870,2176.30481283422,3495.71818181818,"Epithelial cells"
"3649",1399,5254,1143,398,7578,0,24569,1758,1300,550,783,8030,2214,3602.19331526649,3485.45257452575,"Epithelial cells"
"3650",2111,6832,946,726,21555,1680,5931,3384,4171,9183,896,10167,2516,8354.66295707472,3497.38513513513,"Mixed"
"3651",2243,8415,2080,431,11218,719,19729,2732,1929,6836,817,10892,2193,2765.41495668035,3509.68080255358,"Epithelial cells"
"3652",2452,6169,1501,480,6297,1259,10133,17481,1526,3009,1065,18599,2875,4112.52104347826,3494.45530434783,"Mixed"
"3653",1876,11941,1142,1119,11335,394,7213,2034,1764,3595,725,12232,4354,116.800413412954,3497.0062011943,"T-cells Mixed"
"3654",2148,8509,1418,369,7696,7,33952,2095,1873,704,1074,11292,1883,2198.29474243229,3521.56240042485,"Epithelial cells"
"3655",2084,8252,1496,417,4962,252,37511,2215,1922,709,876,10457,3099,2380.04194901581,3509.83284930623,"Epithelial cells"
"3656",2768,7082,848,499,17306,497,8829,2070,1860,8200,770,11979,2852,555.999649368864,3504.00420757363,"T-cells Mixed"
"3657",2127,8585,2200,686,7438,38,45849,2944,2005,1811,967,12376,4573,2145.40629783512,3515.94336321889,"Epithelial cells"
"3658",2121,7802,1333,377,8937,0,27636,2305,1746,571,849,10542,1487,3109.44182918628,3491.1123066577,"Epithelial cells"
"3659",1340,5378,1582,411,7605,0,12389,1676,1269,343,806,6377,764,3577.48560209424,3492.38612565445,"Epithelial cells"
"3660",1503,6024,1488,3650,6542,0,28709,1835,1433,501,924,7453,2617,3774.50554069545,3504.59495605655,"Epithelial cells"
"3661",6094,6367,1107,460,12429,459,9047,2074,2210,15400,723,13362,3061,8662.15060437765,3496.26755962104,"Lymphatic vessel"
"3662",2101,8725,1434,450,2750,0,28338,2059,1900,1260,942,10814,1456,2623.99519230769,3493.2135989011,"Epithelial cells"
"3663",1385,5774,1488,427,6597,0,15086,1821,1257,648,941,9425,957,3432.36990595611,3498.07210031348,"Epithelial cells"
"3664",1339,5815,1657,461,5088,0,20778,1876,1264,417,772,14161,1116,3472.00627240143,3500.37813620072,"Epithelial cells"
"3665",1949,6050,873,863,12208,5512,4506,31679,2246,785,798,7803,6109,4564.8376166312,3520.78048780488,"Extracellular matrix"
"3666",3129,8096,7329,470,13295,3314,4012,13751,1482,1663,671,22269,4284,6297.42693744164,3510.64495798319,"Mixed"
"3667",2689,6730,1263,449,6847,412,10380,2175,1805,7147,817,23543,2343,8839.86171574904,3500.91122492531,"Mixed"
"3668",1400,5359,1076,316,8997,0,10319,1527,1244,378,823,6483,676,3560.13017751479,3505.11982248521,"Other"
"3669",2210,8903,2319,492,6317,0,21832,2402,1946,604,1676,13933,2365,2234.46765327696,3516.1310782241,"Epithelial cells"
"3670",1808,14145,8440,2116,18310,2619,4647,46592,2309,1087,798,7545,4765,5066.28436516264,3506.15508919203,"Mixed"
"3671",1695,9271,11999,12608,6073,3508,4532,7492,1535,432,684,6394,1627,5967.66564228642,3513.49416103258,"Mixed"
"3672",1844,6238,725,406,10852,47,9399,1682,1785,11937,719,14723,1301,8613.21368178324,3489.11145272867,"Mixed"
"3673",2207,8737,3771,518,8381,105,9254,1972,2090,9019,783,11184,3849,608.499350480644,3507.67524032216,"Other"
"3674",1955,7786,973,358,6677,0,18583,2280,1718,355,629,8596,1088,3150.58731617647,3511.11580882353,"Epithelial cells"
"3675",1892,8210,1692,389,5995,37,30901,2073,1757,477,818,9388,2325,3238.03784946237,3513.93892473118,"Epithelial cells"
"3676",1951,16323,15853,2002,21233,2419,4485,9720,1747,548,742,7297,2321,5871.86686772943,3504.7238259371,"Mixed"
"3677",3333,8841,1962,847,18039,1666,39669,26559,2151,862,1126,11178,3461,2001.22825772898,3513.71251083502,"Mixed"
"3678",3219,9807,10370,2094,14803,3434,6063,8668,2116,3033,761,24745,6828,7351.62375512595,3524.24472759227,"Mixed"
"3679",2498,9184,608,345,1674,979,6486,2250,2188,3418,726,13199,2013,478.810233482365,3508.78489816195,"Other"
"3680",1833,7150,1406,610,6423,0,15524,1896,1408,562,733,5979,1928,3383.5,3511.97251037344,"Epithelial cells"
"3681",6510,6081,932,372,5604,410,22264,3114,1975,7474,808,13466,1901,9414.34665965281,3503.58968963703,"Epithelial cells"
"3682",1928,7607,1146,360,6373,9,33137,1935,1791,359,726,17989,1156,3194.776816609,3516.76557093426,"Epithelial cells"
"3683",1432,6174,3009,509,6278,0,17580,1928,1290,341,870,9451,1176,3512.0093537415,3510.09778911565,"Epithelial cells"
"3684",3568,6263,2336,676,3579,1516,8651,7124,2031,9942,868,17623,4262,7710.04833411544,3515.69357109338,"Mixed"
"3685",1531,6292,6322,606,6396,40,41927,1966,1451,1021,1182,10320,3184,3984.97989949749,3511.26633165829,"Mixed"
"3686",1567,5515,2561,536,3640,5236,6147,4890,1824,7209,686,15608,3265,6494.70872894334,3507.00061255743,"Mixed"
"3687",17798,13318,11579,946,12918,1619,4849,19073,1914,603,779,7584,3259,4171.13378336913,3516.64314206812,"Mixed"
"3688",2902,5726,923,378,5362,3997,5197,3209,2549,5147,754,11833,2728,6621.36620234604,3512.27895894428,"Extracellular matrix"
"3689",2082,8767,1817,407,2894,0,28211,2312,1946,537,1574,11051,2916,2289.9365569273,3516.82270233196,"Epithelial cells"
"3690",2121,7921,1165,369,6677,0,25848,2183,1773,400,827,9150,1057,3098.64900662252,3524.70387890255,"Epithelial cells"
"3691",1631,6149,1380,385,5148,1726,17232,1972,1451,7140,930,14796,1550,4087.01612903226,3526.86967741935,"Mixed"
"3692",1996,7923,1835,388,6963,0,32194,2133,1845,490,888,8891,2147,3021.1401956218,3521.92175128086,"Epithelial cells"
"3693",2015,7712,1248,383,7101,12,37588,1975,1810,424,720,8683,1176,3057.81632653061,3525.47959183673,"Epithelial cells"
"3694",1486,8268,8115,488,9526,0,14630,1993,1332,488,811,8892,1244,3543.6229903537,3531.8963022508,"Mixed"
"3695",1472,5917,1682,434,6096,0,25901,1860,1434,875,949,9967,2202,3913.24613987284,3523.64441416894,"Epithelial cells"
"3696",1773,6296,1965,1249,7590,5086,4727,35158,2414,751,877,7755,4980,4962.5046184739,3516.32208835341,"Extracellular matrix"
"3697",1546,5265,3235,1264,7104,2303,6794,2497,2427,5535,582,17333,1899,6445.22696155871,3513.21853607162,"Mixed"
"3698",4047,7037,1811,325,4992,1135,11776,5782,2303,18940,852,30645,3835,8512.20208604954,3526.63311603651,"Mixed"
"3699",1499,6445,1631,390,6046,10,51699,1869,1426,3448,975,9964,1409,4043.86231369766,3525.06387508872,"Epithelial cells"
"3700",5559,6468,895,567,17290,562,5544,2108,1763,5562,700,9505,2282,8622.82865907099,3526.3444347064,"T-cells Mixed"
"3701",2142,8420,1454,397,3867,289,25225,2572,1930,1856,1020,14456,3455,2597.34327062229,3537.39623733719,"Epithelial cells"
"3702",1933,7929,2253,438,5551,0,26747,2267,1801,433,1330,10394,3078,3256.86192332684,3541.07115009747,"Epithelial cells"
"3703",1450,5363,1416,495,8018,19,23291,1804,1349,458,747,6432,1914,3635.99268547544,3519.90856844305,"Epithelial cells"
"3704",21514,5679,728,304,7280,1538,3936,5848,1558,347,593,6493,2740,4401.71861313869,3524.31897810219,"Mixed"
"3705",1787,15243,16561,2189,23890,2956,4240,10520,1754,581,796,7139,2587,5916.55237727097,3528.24275222265,"Mixed"
"3706",1869,6550,1490,460,4578,2456,7008,3669,1601,6027,739,11874,4077,6551.53225410841,3525.27274957076,"Extracellular matrix"
"3707",2169,8464,1508,385,6672,211,36495,8622,1939,1566,1093,12580,4389,2343.36181362497,3536.77580314422,"Epithelial cells"
"3708",1412,5910,2017,433,7046,0,18323,1830,1305,426,814,11526,1523,3463.01247537754,3530.95929087328,"Epithelial cells"
"3709",18295,6265,1509,706,5036,652,4233,2122,1540,348,762,7453,2993,5552.69127965252,3514.10725025058,"Myocytes"
"3710",2486,7742,3359,1486,8463,3662,6016,19191,1920,492,905,8901,4975,7205.19135678392,3524.38412060302,"Extracellular matrix"
"3711",2044,8033,1225,418,6834,0,27913,2565,1900,487,874,8926,1628,2686.67014742015,3512.43181818182,"Epithelial cells"
"3712",2060,8739,1276,604,4976,53,25366,2435,1878,734,795,9773,1073,2649.56663560112,3510.04659832246,"Epithelial cells"
"3713",2082,7426,962,334,6739,1,21928,1868,1741,430,835,8230,1653,3130.78584392014,3538.17604355717,"Epithelial cells"
"3714",1708,6590,1918,424,6607,2,18158,1858,1264,429,938,11790,1443,3425.42827442827,3530.0595980596,"Epithelial cells"
"3715",1544,5819,1339,408,5482,27,29068,1665,1515,426,869,7559,1204,3872.69352159468,3529.08305647841,"Epithelial cells"
"3716",57009,9467,967,12772,6884,3024,4472,3735,2779,402,730,7320,4690,5495.43731343284,3539.12665245203,"Mixed"
"3717",1511,5880,1333,354,6349,0,15975,1654,1342,330,1061,7161,1023,3813.35679374389,3538.56109481916,"Epithelial cells"
"3718",2566,6375,1637,905,9945,3757,4629,33635,2220,714,699,7180,4230,5235.08912529551,3522.02765957447,"Extracellular matrix"
"3719",12592,8472,8558,2856,11001,2603,4108,17475,1802,511,1111,7172,3035,6138.25733113674,3535.33509060956,"Mixed"
"3720",1466,7472,8997,538,8042,0,11472,1801,1263,446,933,7392,1235,3576.88582995951,3532.68259109312,"T-cells Mixed"
"3721",2072,8101,1486,362,3826,4,32955,2134,1930,501,828,10614,2627,2893.77046060145,3535.44385230301,"Epithelial cells"
"3722",4271,7260,1129,1330,7447,1151,10186,2313,1817,9875,759,13426,2658,8834.28179082017,3540.97516930023,"Other"
"3723",2555,9014,10591,1355,16913,1098,10391,3873,1987,844,788,12723,1147,8473.45945945946,3528.58151700087,"T-cells Mixed"
"3724",8217,7165,1166,355,2914,305,7396,2591,2376,20289,884,23156,2162,8741.57724329325,3521.14847363552,"Mixed"
"3725",4905,6454,815,1363,9670,649,7651,1960,1821,11941,714,14402,3106,8570.66902768835,3539.43367675467,"Mixed"
"3726",1436,6027,4439,523,10323,0,13414,1840,1338,447,850,7583,1326,3609.4939668175,3544.71040723982,"Epithelial cells"
"3727",1941,8014,1250,397,6214,9,22412,2064,1765,410,955,17285,1421,3210.59183673469,3556.90710767065,"Epithelial cells"
"3728",3282,7043,6730,983,13619,1940,10952,4208,2373,10811,1090,15197,5558,8449.48362720403,3555.23947463116,"Mixed"
"3729",2093,7167,1284,2100,7871,468,5826,1662,1836,12794,693,11756,3111,168.018322082932,3538.24590163934,"Other"
"3730",1468,6487,5230,582,5951,0,17937,1970,1291,504,690,11025,1838,3510.48694232862,3545.60282916213,"Epithelial cells"
"3731",1525,5994,1298,344,6022,0,24734,1651,1411,471,1337,7935,1682,3844.69262782402,3550.09274673008,"Epithelial cells"
"3732",3176,7513,2028,521,3796,1760,4719,14421,1786,1004,1047,7322,1769,4129.10853589599,3539.73770491803,"Extracellular matrix"
"3733",2506,9109,1938,1195,15313,1747,37275,36688,2366,6938,1217,11493,4476,1977.57394995532,3552.66242180518,"Mixed"
"3734",2715,6796,1294,412,4994,435,10334,1917,1649,6249,915,15102,4504,56.0948046181172,3550.33903197158,"Mixed"
"3735",12171,11616,13717,1036,18731,4173,4410,26697,1742,847,2138,6655,5351,6042.86619323491,3540.20164455242,"Mixed"
"3736",2082,8222,1285,410,5644,0,16729,2093,1895,749,755,11467,2866,2649.97906489881,3555.33600837404,"Epithelial cells"
"3737",1959,7381,1057,483,7527,10,19722,1920,1717,348,1003,8230,937,3165.05336179296,3551.17716115261,"Epithelial cells"
"3738",40782,6900,1605,935,7647,1724,4540,4081,1856,1432,1197,7582,5810,5817.52788296041,3551.99741824441,"Mixed"
"3739",2039,8221,934,438,2495,0,29741,2134,1843,4257,738,8648,2747,2931.91700036403,3545.05860939206,"Epithelial cells"
"3740",1507,6452,6817,1124,6630,1015,3995,8803,1497,424,1476,5962,2298,6444.87423846823,3548.59312445605,"T-cells Mixed"
"3741",1753,6537,2726,1369,2371,0,4949,2097,1779,560,783,7766,4923,7490.09079829372,3546.35527117611,"Other"
"3742",2026,7757,1094,322,7418,0,22573,2172,1800,427,759,8589,1068,3086.2574906367,3550.81928838951,"Epithelial cells"
"3743",4068,7238,7767,8537,20968,5218,4441,14574,1971,788,684,6932,4122,4495.57908782145,3549.75424551189,"Mixed"
"3744",2473,14251,11054,1314,10688,287,13105,2076,1951,3873,931,12004,2989,628.3412512546,3551.44496487119,"Mixed"
"3745",1803,6052,1535,443,7467,8,30359,1958,2027,449,819,7898,2253,3764.20195295162,3540.99422991567,"Epithelial cells"
"3746",1832,5923,1043,324,6835,7319,7766,3913,1421,8376,914,10900,4370,6684.9471395881,3543.96064073227,"Extracellular matrix"
"3747",2065,8069,1517,397,6313,0,36264,2170,1922,719,1587,10847,2525,2239.99287128713,3565.62732673267,"Epithelial cells"
"3748",1964,8067,1287,347,6345,0,31446,2257,1787,396,768,14857,876,3185.85159817352,3548.76712328767,"Epithelial cells"
"3749",1693,6580,5749,715,6071,1453,33960,1799,1557,1237,859,8225,2874,3974.81176061239,3555.72059846903,"Mixed"
"3750",1466,5699,1094,348,5420,0,26987,1658,1355,489,849,7480,948,3876.92932489451,3556.79008438819,"Epithelial cells"
"3751",2087,8078,2550,499,7180,52,44906,2397,1990,1058,888,11820,2547,2113.37455830389,3554.87671770711,"Epithelial cells"
"3752",2024,7973,1418,360,6453,61,30556,2310,1939,5146,828,10653,2381,2691.80974380512,3566.86686266275,"Epithelial cells"
"3753",2461,9083,802,358,9747,641,9998,8439,2268,2052,728,9870,1521,2785.66732412886,3542.24326101249,"Other"
"3754",45173,6023,1266,364,7590,2034,4421,1815,1921,376,624,7278,3050,5562.73442622951,3552.2937704918,"Mixed"
"3755",1794,7293,1763,395,3770,6,10906,1899,1412,395,934,14057,2066,3408.60939012585,3556.96176185866,"Other"
"3756",1604,7776,4129,2470,3303,4651,3976,3096,1794,654,566,6963,4213,6246.72798480892,3548.80821267505,"Extracellular matrix"
"3757",2205,8388,2143,547,4778,332,23529,7153,2012,1269,931,12113,3727,2831.91494499598,3571.39710222699,"Epithelial cells"
"3758",1512,6704,6004,694,6610,1020,31261,1996,1439,432,852,7554,1592,4021.18969849246,3554.86934673367,"Mixed"
"3759",4910,7808,1606,1012,8335,363,16492,2153,1814,8160,882,19168,3523,127.76554073233,3566.58558047119,"Epithelial cells"
"3760",2668,8937,1466,403,5485,1172,27743,18575,2233,1385,940,13504,3379,2303.79638946434,3585.9408108908,"Mixed"
"3761",1704,13123,6528,14135,12506,2629,3982,8933,1533,659,680,6684,3863,6182.07300025887,3569.02303908879,"Mixed"
"3762",1971,7598,1014,401,5983,4,29957,1986,1807,505,681,8958,1465,3051.57679180887,3560.68941979522,"Epithelial cells"
"3763",1457,5743,1516,422,6670,2,20214,1837,1306,427,934,7349,2437,3675.85966352072,3555.96430036931,"Epithelial cells"
"3764",1529,5638,1605,450,5033,1355,6371,3965,1368,444,657,7486,831,4066.47533092659,3553.22141997593,"Extracellular matrix"
"3765",1472,5603,2870,449,9439,0,25125,1710,1338,771,748,7177,1355,3641.41254612546,3570.55055350553,"Epithelial cells"
"3766",1502,6805,1885,452,3871,0,33727,1905,1406,393,1301,10320,703,3907.64580369844,3561.19914651494,"Epithelial cells"
"3767",2155,8644,1449,393,6994,0,39167,2087,1986,1678,1229,10785,1380,2206.10217391304,3574.4731884058,"Epithelial cells"
"3768",1469,10244,14966,775,13535,0,17329,1945,1384,1138,935,8221,1475,3563.21288135593,3565.94101694915,"Mixed"
"3769",2002,5863,884,331,4450,755,4893,5506,1609,4814,4706,10394,3133,6619.11905521864,3558.75710181934,"Mixed"
"3770",1474,6399,4306,530,8068,1225,21846,1777,1410,2032,961,9726,1597,3949.92548528491,3569.48215403882,"Epithelial cells"
"3771",21899,6475,1219,2895,5051,7255,5129,28462,2297,962,1214,7739,5396,6932.24888806523,3568.76315789474,"Mixed"
"3772",3451,6604,1269,4240,5440,487,7777,2113,1840,23214,733,16255,4213,8775.37455494897,3570.45834322336,"Mixed"
"3773",20763,11556,7167,19035,12165,1911,4313,3269,2503,400,646,7080,1343,5456.41697691735,3552.85480268057,"Mixed"
"3774",2970,8459,6588,937,6343,88,11001,2483,1857,4971,832,13167,2330,666.563090128755,3565.2025751073,"T-cells Mixed"
"3775",2068,8729,1701,386,6893,236,32744,2691,1920,1318,1007,11178,1865,2268.73243967828,3578.84504021448,"Epithelial cells"
"3776",2369,9254,1469,412,6274,1695,7247,17262,2403,1760,1522,9499,2229,2778.00269179004,3577.0269179004,"Extracellular matrix"
"3777",1979,7804,1175,329,6799,36,19995,2053,1942,1808,724,9484,1317,3143.35535307517,3575.80106302202,"Epithelial cells"
"3778",1407,5583,1653,446,6147,5,22307,1827,1340,421,920,18239,2347,3464.94461014061,3572.67575628462,"Epithelial cells"
"3779",1617,5777,3390,731,14119,4036,4460,13194,1478,440,10016,6988,4733,6500.23283329812,3576.50982463554,"Mixed"
"3780",1447,7294,2290,567,7363,0,14198,2126,1344,523,1096,8417,1458,3743.60356652949,3563.01714677641,"Epithelial cells"
"3781",1927,6253,1201,1142,15413,7505,4845,45521,3445,1299,806,8159,4392,5038.73041894353,3570.48861566485,"Mixed"
"3782",5239,7077,886,282,3320,1016,6297,2748,2162,4318,698,9014,3403,8630.8298560094,3572.02380252718,"Other"
"3783",2647,11923,12233,613,17212,2327,8156,8912,1741,11775,710,10473,3277,6749.786695148,3568.71803478792,"Mixed"
"3784",1834,10520,6781,782,12177,985,6418,6539,1966,7997,802,12052,4330,7739.79237875289,3574.49122401848,"T-cells Mixed"
"3785",29893,5774,1151,576,4135,2026,4016,18519,1608,692,982,6541,2925,4202.48102564103,3576.67487179487,"Mixed"
"3786",1591,12682,9119,1012,14245,3175,4182,4365,1474,572,937,7143,3223,6366.53366428793,3571.53862860689,"Mixed"
"3787",5204,7376,991,356,7271,389,9354,3313,2544,20177,719,23586,5202,8716.5768935025,3585.22433679354,"Mixed"
"3788",1979,7569,1038,300,6981,0,22040,1944,1770,476,807,8307,916,3111.14301310044,3575.58296943231,"Epithelial cells"
"3789",3782,6245,2461,759,6510,1932,8621,4169,1862,4771,749,9937,3593,7444.09017534094,3575.05343723908,"Extracellular matrix"
"3790",1993,7743,724,434,360,1373,6906,2242,2094,10445,712,9363,2406,409.029093931837,3565.42269326683,"Extracellular matrix"
"3791",2047,8116,1866,398,6306,211,38064,6091,1860,2181,973,12753,2844,2843.29430379747,3605.55133614627,"Epithelial cells"
"3792",1900,8917,2067,412,4727,0,21203,2316,1759,552,1073,11507,2740,3260.63102189781,3586.76934306569,"Epithelial cells"
"3793",1759,10651,8053,1153,5911,2870,4459,10930,2025,719,1651,6628,3287,6092.52357773045,3575.4207484028,"Mixed"
"3794",2093,9614,9099,3150,6792,0,45497,3465,1982,746,1095,10546,3136,2079.02646683673,3582.27264030612,"Mixed"
"3795",1509,6315,3550,571,7152,0,39802,1896,1428,1431,1400,9753,1981,3790.17163048965,3588.50681474003,"Epithelial cells"
"3796",27060,8059,5217,780,5867,2563,4552,22011,2063,672,1570,7145,4174,5631.64470531864,3578.56181121227,"Mixed"
"3797",3415,9602,6095,905,11747,893,10373,5545,2229,10829,737,21528,4611,7801.55888093689,3582.87898503578,"Mixed"
