"","actin","cd3","cd4","cd45","cd45ro","collageni","cytokeratin","fibulin2","lyve1","podoplanin","cd38","cd138","InferredCellType"
"3563",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3564",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3565",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3566",0,1,1,0,0,1,1,0,0,0,0,0,"Mixed"
"3567",0,1,1,0,0,0,1,1,0,0,0,1,"Mixed"
"3568",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3569",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3570",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3571",0,0,0,1,0,0,0,0,0,1,0,0,"Mixed"
"3572",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3573",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3574",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3575",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3576",0,1,0,0,1,1,0,1,0,0,0,0,"Mixed"
"3577",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3578",1,1,0,0,1,1,0,0,0,0,0,0,"Mixed"
"3579",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3580",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3581",0,0,0,1,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3582",0,0,1,0,0,1,0,1,0,0,0,1,"Mixed"
"3583",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3584",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3585",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3586",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3587",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3588",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3589",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3590",0,0,0,0,1,0,0,0,0,0,0,1,"Mixed"
"3591",0,0,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3592",0,0,0,0,1,1,0,0,0,0,0,0,"Mixed"
"3593",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3594",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3595",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3596",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3597",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3598",0,0,0,1,0,0,0,0,0,1,0,1,"Mixed"
"3599",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3600",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3601",0,0,0,1,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3602",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3603",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3604",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3605",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3606",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3607",1,1,1,1,0,1,0,1,0,0,0,0,"Mixed"
"3608",0,0,0,0,1,1,0,0,1,0,0,0,"Mixed"
"3609",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3610",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3611",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3612",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3613",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3614",0,1,1,0,1,0,1,1,0,0,0,1,"Mixed"
"3615",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3616",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3617",0,0,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3618",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3619",0,0,0,0,0,0,1,0,0,1,0,0,"Mixed"
"3620",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3621",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3622",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3623",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3624",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3625",1,0,0,0,1,1,0,1,0,0,0,0,"Mixed"
"3626",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3627",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3628",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3629",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3630",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3631",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3632",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3633",0,0,0,0,1,0,0,0,0,0,0,0,"T-cells Mixed"
"3634",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3635",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3636",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3637",1,0,0,0,0,1,0,1,0,0,1,0,"Mixed"
"3638",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3639",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3640",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3641",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3642",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3643",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3644",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3645",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3646",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3647",1,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3648",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3649",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3650",0,0,0,0,1,1,0,0,0,0,0,0,"Mixed"
"3651",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3652",0,0,0,0,0,0,0,1,0,0,0,1,"Mixed"
"3653",0,1,0,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3654",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3655",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3656",0,0,0,0,1,0,0,0,0,0,0,0,"T-cells Mixed"
"3657",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3658",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3659",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3660",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3661",0,0,0,0,0,0,0,0,0,1,0,0,"Lymphatic vessel"
"3662",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3663",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3664",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3665",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3666",0,0,1,0,1,1,0,1,0,0,0,1,"Mixed"
"3667",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3668",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3669",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3670",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3671",0,0,1,1,0,1,0,0,0,0,0,0,"Mixed"
"3672",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3673",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3674",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3675",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3676",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3677",0,0,0,0,1,1,1,1,0,0,0,0,"Mixed"
"3678",0,0,1,0,1,1,0,0,0,0,0,1,"Mixed"
"3679",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3680",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3681",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3682",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3683",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3684",0,0,0,0,0,1,0,0,0,0,0,1,"Mixed"
"3685",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3686",0,0,0,0,0,1,0,0,0,0,0,1,"Mixed"
"3687",1,1,1,0,0,1,0,1,0,0,0,0,"Mixed"
"3688",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3689",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3690",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3691",0,0,0,0,0,1,1,0,0,0,0,1,"Mixed"
"3692",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3693",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3694",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3695",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3696",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3697",0,0,0,0,0,1,0,0,0,0,0,1,"Mixed"
"3698",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3699",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3700",0,0,0,0,1,0,0,0,0,0,0,0,"T-cells Mixed"
"3701",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3702",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3703",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3704",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3705",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3706",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3707",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3708",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3709",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3710",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3711",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3712",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3713",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3714",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3715",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3716",1,0,0,1,0,1,0,0,0,0,0,0,"Mixed"
"3717",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3718",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3719",1,0,1,0,0,1,0,1,0,0,0,0,"Mixed"
"3720",0,0,1,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3721",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3722",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3723",0,0,1,0,1,0,0,0,0,0,0,0,"T-cells Mixed"
"3724",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3725",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3726",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3727",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3728",0,0,1,0,1,1,0,0,0,0,0,1,"Mixed"
"3729",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3730",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3731",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3732",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3733",0,0,0,0,1,1,1,1,0,0,0,0,"Mixed"
"3734",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3735",1,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3736",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3737",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3738",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3739",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3740",0,0,1,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3741",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3742",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3743",0,0,1,1,1,1,0,1,0,0,0,0,"Mixed"
"3744",0,1,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3745",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3746",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3747",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3748",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3749",0,0,0,0,0,1,1,0,0,0,0,0,"Mixed"
"3750",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3751",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3752",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3753",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3754",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3755",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3756",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3757",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3758",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3759",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3760",0,0,0,0,0,0,1,1,0,0,0,0,"Mixed"
"3761",0,1,1,1,0,1,0,0,0,0,0,0,"Mixed"
"3762",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3763",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3764",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3765",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3766",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3767",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3768",0,1,1,0,1,0,1,0,0,0,0,0,"Mixed"
"3769",0,0,0,0,0,0,0,0,0,0,1,0,"Mixed"
"3770",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3771",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3772",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3773",1,1,1,1,0,1,0,0,0,0,0,0,"Mixed"
"3774",0,0,1,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3775",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3776",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3777",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3778",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3779",0,0,0,0,1,1,0,1,0,0,1,0,"Mixed"
"3780",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3781",0,0,0,0,1,1,0,1,0,0,0,0,"Mixed"
"3782",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3783",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3784",0,1,1,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3785",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3786",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3787",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3788",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3789",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3790",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3791",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3792",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3793",0,1,1,0,0,1,0,1,0,0,0,0,"Mixed"
"3794",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3795",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3796",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3797",0,0,1,0,0,0,0,0,0,0,0,1,"Mixed"
"3798",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3799",0,0,0,0,0,0,0,1,0,0,0,0,"Extracellular matrix"
"3800",1,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3801",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3802",0,0,1,0,0,1,0,0,0,0,0,0,"Mixed"
"3803",0,0,0,0,0,0,0,0,0,1,0,0,"Lymphatic vessel"
"3804",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3805",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3806",0,0,0,0,1,0,1,1,0,0,0,1,"Mixed"
"3807",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3808",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3809",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3810",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3811",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3812",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3813",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3814",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3815",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3816",0,0,1,0,1,0,1,0,0,0,0,0,"Mixed"
"3817",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3818",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3819",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3820",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3821",0,0,1,0,0,0,1,0,0,0,0,1,"Mixed"
"3822",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3823",0,0,1,0,0,1,0,1,0,0,1,1,"Mixed"
"3824",0,1,1,0,0,0,1,0,0,0,0,1,"Mixed"
"3825",0,0,0,0,0,1,0,1,0,0,1,0,"Mixed"
"3826",0,0,1,0,0,1,0,1,0,0,0,0,"Mixed"
"3827",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3828",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3829",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3830",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3831",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3832",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3833",0,0,1,0,1,0,1,0,0,0,0,0,"Mixed"
"3834",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3835",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3836",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3837",0,0,0,0,1,1,0,1,0,0,0,0,"Mixed"
"3838",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3839",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3840",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3841",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3842",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3843",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3844",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3845",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3846",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3847",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3848",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3849",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3850",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3851",0,1,1,0,0,1,0,0,0,0,0,0,"Mixed"
"3852",0,1,1,0,0,1,0,0,0,0,0,0,"Mixed"
"3853",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3854",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3855",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3856",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3857",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3858",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3859",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3860",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3861",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3862",0,0,0,0,0,1,1,0,0,0,0,1,"Mixed"
"3863",0,1,1,0,0,1,0,0,0,0,0,0,"Mixed"
"3864",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3865",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3866",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3867",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3868",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3869",0,0,1,0,0,1,0,1,0,0,1,0,"Mixed"
"3870",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3871",0,0,0,0,0,1,0,1,0,0,1,0,"Mixed"
"3872",0,0,1,0,0,0,1,1,0,0,0,0,"Mixed"
"3873",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3874",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3875",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3876",0,0,1,0,1,0,1,0,0,0,0,0,"Mixed"
"3877",0,0,0,0,0,1,0,1,0,0,1,0,"Mixed"
"3878",0,0,0,0,1,0,0,0,0,0,0,1,"Mixed"
"3879",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3880",0,1,1,0,0,1,0,0,0,0,0,0,"Mixed"
"3881",0,1,1,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3882",0,0,0,0,0,0,1,1,0,0,0,1,"Mixed"
"3883",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3884",0,0,0,0,0,1,0,1,0,0,0,0,"Extracellular matrix"
"3885",0,0,0,0,1,0,0,0,0,0,0,0,"T-cells Mixed"
"3886",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3887",1,0,0,0,0,0,0,1,0,0,0,0,"Mixed"
"3888",0,0,1,0,1,0,1,0,0,0,0,0,"Mixed"
"3889",0,0,0,0,0,0,0,0,0,1,0,0,"Lymphatic vessel"
"3890",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3891",0,0,1,0,0,1,0,1,0,0,0,0,"Mixed"
"3892",0,1,1,1,0,0,1,0,0,0,0,1,"Mixed"
"3893",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3894",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3895",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3896",0,0,0,0,0,0,0,0,0,1,0,1,"Mixed"
"3897",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3898",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3899",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3900",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3901",0,0,0,0,0,1,0,0,0,0,0,0,"Extracellular matrix"
"3902",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3903",0,0,0,0,1,0,1,0,0,0,0,1,"Mixed"
"3904",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3905",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3906",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3907",0,1,1,1,0,1,0,1,0,0,0,0,"Mixed"
"3908",0,0,1,1,0,1,0,0,0,0,0,0,"Mixed"
"3909",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3910",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3911",0,0,0,1,1,1,0,1,0,0,0,0,"Mixed"
"3912",0,1,1,0,0,0,0,0,0,0,0,0,"T-cells Mixed"
"3913",0,0,0,0,0,0,1,0,0,0,0,1,"Epithelial cells"
"3914",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3915",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3916",0,0,0,0,1,0,1,0,0,0,0,1,"Mixed"
"3917",0,0,0,0,0,0,0,1,0,0,0,0,"Extracellular matrix"
"3918",0,0,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3919",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3920",0,0,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3921",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3922",0,1,1,0,1,1,0,0,0,0,0,0,"Mixed"
"3923",1,0,0,0,0,0,0,0,0,0,0,0,"Myocytes"
"3924",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3925",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3926",0,0,0,0,0,0,0,1,0,0,0,0,"Extracellular matrix"
"3927",0,0,0,0,0,0,0,1,0,0,0,0,"Extracellular matrix"
"3928",0,0,1,0,0,0,1,0,0,0,0,0,"Mixed"
"3929",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
"3930",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3931",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3932",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3933",0,0,0,0,1,1,0,0,0,0,0,0,"Mixed"
"3934",0,0,0,0,0,1,1,1,0,0,0,0,"Mixed"
"3935",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3936",1,0,0,0,0,1,0,0,0,0,0,0,"Mixed"
"3937",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3938",0,1,1,0,1,1,0,1,0,0,0,0,"Mixed"
"3939",1,0,0,0,0,1,0,1,0,0,0,0,"Mixed"
"3940",0,0,0,0,0,0,0,0,0,0,0,0,"Other"
"3941",0,1,1,1,1,1,0,0,0,0,0,0,"Mixed"
"3942",0,0,0,0,0,0,0,0,0,0,0,1,"Mixed"
"3943",0,0,0,0,0,0,1,0,0,0,0,0,"Epithelial cells"
