,intensity_mean,intensity_min,intensity_max,area,centroid-0,centroid-1
0,2098.3864168618265,164.0,4858.0,854.0,9.217798594847775,23.1768149882904
1,3173.282078472959,0.0,15970.0,2829.0,21.315659243548957,194.07811947684695
2,2584.290172642762,0.0,9727.0,3012.0,19.198207171314742,305.4996679946879
3,2119.367234744365,93.0,5619.0,1819.0,17.49202858713579,668.3496426608026
4,1231.9431924882629,0.0,4610.0,2130.0,15.444131455399061,2061.6028169014085
5,2164.041464728056,0.0,7326.0,3714.0,27.20490037695207,2115.878298330641
6,2166.538988860326,315.0,5552.0,1167.0,9.234790059982862,2200.890317052271
7,3790.3141562064156,127.0,11522.0,2868.0,19.965829846582984,2567.1464435146445
8,1172.0973008997,0.0,4351.0,3001.0,22.615461512829057,3821.022659113629
9,3213.233155598643,84.0,10486.0,2063.0,17.504604944255938,3964.4381968007756
10,2778.2990990990993,16.0,7068.0,1110.0,10.836036036036036,4064.9234234234236
11,2909.7155499367886,72.0,6059.0,2373.0,18.223767383059418,4466.6443320691105
12,2040.3766710353866,0.0,7745.0,3815.0,25.75832241153342,4615.758584534731
13,2891.746389370306,0.0,11815.0,3462.0,21.442807625649912,5151.01993067591
14,1609.2067559697145,5.0,12354.0,3434.0,23.240827023878857,5227.6057076295865
15,3413.0585086042065,86.0,15618.0,2615.0,17.763288718929253,7161.980114722754
16,2699.315093205051,19.0,7359.0,1663.0,15.225496091401082,7744.485267588695
17,1315.2261904761904,0.0,5619.0,2436.0,19.796387520525453,7796.415845648604
18,1161.7064248386105,28.0,5064.0,3253.0,21.723639717184138,8735.443590531817
19,3454.127358490566,138.0,14772.0,1272.0,10.822327044025156,8917.494496855346
20,3778.0056240536446,21.0,17160.0,4623.0,31.645252000865238,9194.528012113346
21,3150.4434191355026,0.0,7215.0,2059.0,24.867897037396794,4035.651772705197
22,1654.9567470150935,19.0,6150.0,4439.0,33.26785312007209,8462.857400315386
23,1886.038040893961,37.0,5704.0,2103.0,14.877793628150261,9102.416072277698
24,3128.182767624021,574.0,5507.0,1149.0,14.696257615317668,4517.524804177546
25,1458.9030758226038,0.0,6321.0,2796.0,23.25250357653791,4409.176680972819
26,1259.3330210772833,8.0,4823.0,4270.0,29.083372365339578,2257.292037470726
27,5000.901115813775,336.0,14002.0,2599.0,28.85686802616391,4558.51058099269
28,676.076581027668,1.0,2171.0,2024.0,21.591403162055336,3914.941699604743
29,5991.440571939232,84.0,23657.0,3357.0,23.7226690497468,725.5177241584748
30,1984.332627118644,67.0,7694.0,2832.0,23.29484463276836,7265.556144067797
31,792.8431232091691,0.0,4569.0,1396.0,23.265759312320917,9417.32664756447
32,953.4437830687831,1.0,3508.0,4536.0,34.348324514991184,7375.983465608466
33,3078.787310098302,51.0,17344.0,2238.0,27.57864164432529,8410.7363717605
34,1615.8192368214004,0.0,10096.0,5084.0,35.30035405192761,8658.527537372149
