 ,Area,Mean,Min,Max
270,86.758,557.879,103,1281
271,65.054,444.974,114,1107
272,87.683,342.930,76,799
273,132.015,503.773,136,1362
274,72.221,412.435,0,1214
275,215.739,471.571,0,1405
276,132.478,519.857,125,1282
277,120.369,310.072,0,825
278,93.434,342.320,80,912
279,120.831,532.045,60,1319
280,128.836,375.557,0,929
281,97.769,369.493,35,858
282,149.818,386.697,0,1058
283,134.905,1345.907,134,6523
284,114.155,380.394,55,1138
285,189.266,473.916,0,2234
286,120.137,306.667,35,651
287,162.736,605.506,82,5263
288,163.487,828.297,258,1816
289,86.209,349.861,21,971
290,147.332,331.912,0,926
291,105.485,444.610,126,878
292,120.022,367.834,0,1141
293,79.706,417.608,47,926
294,155.973,354.615,14,891
295,103.086,358.311,0,1128
296,78.521,448.114,153,884
297,212.184,934.452,138,2897
298,58.060,383.847,0,924
299,116.756,449.992,171,1263
300,64.967,271.053,0,775
301,64.447,306.259,0,806
302,77.308,364.260,0,788
303,51.933,604.978,175,1735
304,79.880,582.768,118,2164
305,131.004,423.399,124,1191
306,50.662,419.827,0,1487
307,114.646,322.576,0,945
308,98.520,352.096,0,830
309,131.611,2003.787,106,8950
310,162.042,517.390,149,2220
311,33.784,520.415,152,1645
312,153.228,512.474,39,1153
313,68.464,630.373,162,2827
314,129.848,345.366,58,1111
315,107.884,348.838,26,961
316,47.309,425.255,113,855
317,144.067,431.677,0,1197
318,138.980,477.946,139,2554
319,46.413,519.988,33,1216
320,134.327,320.393,26,801
321,175.568,440.844,90,2473
322,82.192,341.282,0,815
323,85.891,361.218,69,771
324,70.227,440.272,117,886
325,112.681,650.330,66,2016
326,51.702,601.151,123,1739
327,126.553,398.343,69,1036
328,99.965,430.074,163,886
329,146.668,627.873,35,2650
330,118.346,490.225,54,2667
331,103.693,324.366,44,795
332,129.414,595.731,90,2307
333,101.063,414.915,46,1221
334,89.561,378.857,0,808
335,112.248,1803.964,117,8013
336,73.724,394.988,102,893
337,182.128,726.906,38,2808
338,137.333,362.714,13,1415
339,89.966,2220.939,206,15420
340,103.838,384.546,103,787
341,90.573,364.362,93,815
342,110.629,401.998,0,1199
343,76.961,518.574,99,1289
344,43.581,509.083,53,1303
345,151.812,384.626,107,1129
346,111.785,588.481,148,1234
347,103.375,393.983,114,1135
348,96.266,334.448,50,842
349,76.816,399.710,108,1061
350,82.943,499.430,143,2144
351,113.028,385.728,44,1434
352,108.115,365.585,15,755
353,54.794,313.515,0,1053
354,84.301,602.636,180,1299
355,155.598,439.747,0,1138
356,61.384,302.116,69,745
357,66.557,380.967,34,1128
358,136.899,472.320,77,1901
359,33.206,331.665,88,880
360,85.775,1423.001,84,6005
361,120.311,476.939,32,3009
362,127.420,455.386,77,997
363,171.666,1065.787,139,2634
364,113.433,391.952,23,850
365,73.319,688.634,278,1338
366,101.121,454.922,51,1852
367,78.001,406.478,0,958
368,157.245,438.482,0,2161
369,96.410,891.178,198,2449
370,75.169,387.240,85,1041
371,113.490,394.298,0,1326
372,128.489,506.525,0,3997
373,67.019,421.367,114,941
374,154.817,419.373,62,1356
375,104.647,537.316,105,1352
376,94.185,658.540,193,1388
377,73.088,487.900,125,1012
378,63.696,358.823,33,907
379,87.307,580.056,22,1241
380,78.666,483.926,31,4651
381,106.959,453.623,13,3040
382,66.557,349.784,28,786
383,83.694,389.773,0,892
384,82.712,542.937,64,2506
385,49.014,488.903,99,919
386,170.510,336.259,45,922
387,158.979,623.376,197,1551
388,140.454,496.674,26,1691
389,24.652,508.148,116,1021
390,57.453,262.669,0,625
391,36.703,607.454,191,1380
392,88.058,363.856,32,892
393,224.004,997.889,115,3112
394,24.189,333.406,111,743
395,85.053,322.407,4,640
396,137.159,529.098,86,1475
397,93.665,319.191,5,915
398,147.506,2558.274,93,11761
399,171.608,356.446,0,735
400,139.182,600.283,36,2440
401,134.125,516.299,88,1624
402,100.254,392.756,66,847
403,76.990,353.377,32,973
404,79.937,345.949,53,736
405,134.674,436.769,0,2979
406,78.001,359.406,16,914
407,76.701,392.432,21,923
408,70.921,622.738,80,2378
409,137.304,447.504,78,1280
410,18.669,355.466,104,852
411,23.033,330.331,39,758
412,39.044,462.865,194,879
413,84.533,489.681,76,1613
414,87.162,418.065,46,1036
415,67.453,379.664,90,1211
416,95.659,418.672,98,893
417,112.045,319.408,14,690
418,89.503,414.711,0,1551
419,36.587,395.063,80,970
420,100.225,584.802,109,1371
421,126.611,1255.215,348,2861
422,92.971,364.363,69,709
423,24.941,453.224,117,950
424,151.609,428.954,0,1153
425,31.646,779.422,314,2217
426,64.505,368.845,64,817
427,133.460,374.195,72,981
428,140.830,337.084,0,743
429,176.435,865.167,116,1629
430,84.706,440.605,115,927
431,137.998,349.731,28,937
432,151.898,429.397,82,1022
433,83.868,346.451,44,791
434,149.269,863.205,0,3490
435,104.820,2784.532,304,10766
436,88.058,379.705,59,851
437,49.795,367.873,58,1323
438,137.651,361.319,87,917
439,113.808,488.449,106,1111
440,121.785,331.073,82,1079
441,121.669,338.628,0,794
442,149.818,354.932,13,850
443,116.554,633.425,214,1608
444,114.878,391.598,99,1018
445,69.938,443.994,70,1537
446,151.638,369.413,4,1111
447,50.922,651.527,102,2265
448,56.008,339.975,111,707
449,138.691,556.256,131,1493
450,109.069,650.490,122,3387
451,138.200,498.077,76,1883
452,62.626,545.795,227,1659
453,116.120,416.975,67,886
454,125.108,411.902,14,1499
455,67.482,520.409,159,1179
456,83.723,284.955,67,688
457,133.634,325.003,0,836
458,80.747,571.552,86,2829
459,157.765,508.409,94,1461
460,109.676,377.512,118,1462
461,107.103,385.757,0,939
462,38.293,1121.167,210,5852
463,69.851,1531.642,148,7038
464,91.353,358.805,103,835
465,92.914,480.725,87,1405
466,60.285,333.187,57,1170
467,104.791,540.742,56,2952
468,64.129,454.726,137,1100
469,134.385,1509.972,134,7055
470,134.038,509.635,90,1090
471,55.575,853.699,90,2870
472,16.762,593.710,205,1380
473,116.351,340.660,79,687
474,89.474,458.822,93,1194
475,75.776,575.487,96,2251
476,111.612,376.589,30,788
477,84.735,356.935,95,1219
478,96.844,1677.161,156,6103
479,124.848,400.348,84,984
480,100.254,378.121,116,1131
481,122.103,356.515,3,796
482,132.160,356.321,58,1085
483,154.846,391.116,63,1234
484,56.008,975.876,269,3377
485,138.922,309.384,0,821
486,125.888,567.273,59,1616
487,91.151,655.522,70,2509
488,96.324,346.461,31,741
489,164.297,500.147,75,1333
490,48.205,473.240,151,863
491,105.312,346.214,27,975
492,122.016,447.525,30,1520
493,61.441,308.761,76,756
494,35.981,3529.967,925,12876
495,52.049,428.410,133,820
496,111.959,380.555,76,1536
497,100.630,392.136,0,1156
498,42.945,455.975,167,956
499,47.194,575.388,159,1197
500,137.159,378.088,58,1291
501,93.347,343.876,78,770
502,106.410,426.656,104,976
503,48.292,426.260,56,1149
504,127.738,1179.637,0,14960
505,89.128,675.198,124,1879
506,51.731,453.635,221,783
507,29.507,479.290,241,931
508,71.817,278.033,0,906
509,152.765,1095.269,275,2633
510,99.243,453.293,73,1543
511,129.934,453.036,21,1951
512,72.452,752.250,12,2077
513,54.274,341.967,86,658
514,66.123,427.400,28,1600
515,75.660,326.160,86,704
516,111.872,408.668,7,1067
517,84.301,468.886,60,1645
518,44.535,1571.948,261,6545
519,134.154,373.348,57,1050
520,45.229,539.143,117,1031
521,156.118,393.620,76,1454
522,86.556,457.514,117,1408
523,91.469,397.803,69,1177
524,51.760,430.363,28,915
525,95.861,1161.597,156,11675
526,126.669,430.943,39,1225
527,131.466,764.078,79,2751
528,32.050,418.894,85,810
529,101.930,368.740,37,1114
530,133.807,331.623,0,777
531,109.329,1419.060,113,4546
532,123.779,580.456,94,1531
533,71.383,453.299,75,1192
534,107.913,446.535,54,1800
535,28.264,567.504,23,1450
536,81.643,406.868,0,1172
537,73.551,726.340,98,5536
538,69.476,769.210,207,1608
539,59.736,281.005,42,695
540,85.428,752.885,114,2286
541,61.991,429.565,100,1258
542,148.084,479.470,1,2393
543,78.377,1242.611,364,2417
544,151.667,865.403,162,3051
545,125.282,352.170,45,924
546,50.402,893.611,29,6376
547,35.663,427.596,107,947
548,75.689,486.589,59,2429
549,156.407,352.247,0,1037
550,69.071,411.220,42,1382
551,141.234,446.840,15,1288
552,58.262,397.639,105,1468
553,141.870,393.817,57,1146
554,36.154,446.910,143,1076
555,100.977,382.725,32,1188
556,41.356,357.130,73,711
557,84.417,396.403,112,719
558,89.243,268.651,0,567
559,117.334,411.670,39,1550
560,66.152,455.072,93,1127
561,78.579,415.946,116,1423
562,91.873,5727.770,296,20277
563,73.926,5170.711,255,16619
564,122.016,390.454,60,1048
565,133.431,431.661,0,1744
566,130.455,855.988,109,1781
567,138.604,359.517,88,986
568,104.040,446.329,62,1326
569,157.967,540.076,54,1333
570,132.304,431.095,91,1059
571,141.437,555.813,96,1232
572,132.304,327.981,29,888
573,67.395,343.066,86,855
574,98.289,451.048,91,1128
575,132.738,452.686,155,1935
576,133.923,457.367,65,1213
577,57.887,372.962,72,1266
578,128.865,398.093,126,932
579,72.886,474.803,114,1667
580,165.048,374.537,4,887
581,116.698,353.639,7,800
582,97.422,326.489,64,705
583,76.152,373.535,106,841
584,54.737,276.544,43,662
585,71.470,1312.321,146,4714
586,52.396,365.120,98,793
587,139.182,388.859,60,979
588,29.102,562.409,181,1141
589,165.366,730.328,66,1769
590,30.490,3213.879,442,10223
591,62.193,375.132,102,1208
592,48.379,500.775,0,1195
593,102.768,487.693,80,1693
594,61.124,380.287,53,746
595,131.842,447.303,0,1235
596,50.315,353.675,112,728
597,118.172,1152.030,5,4597
598,185.162,883.814,310,2514
599,68.580,388.126,130,836
600,72.886,468.966,198,997
601,82.192,351.534,11,1034
602,104.647,478.428,77,1196
603,121.525,388.914,97,939
604,113.982,684.921,177,8833
605,77.250,395.198,100,849
606,133.663,435.697,85,1021
607,25.605,308.157,72,675
608,77.799,1062.799,173,5652
609,108.346,498.007,139,2416
610,165.684,390.725,88,1206
611,90.255,362.930,0,1108
612,90.775,432.067,120,1472
613,147.419,415.580,38,1189
614,59.736,333.108,112,655
615,93.665,391.638,89,796
616,94.965,379.110,106,776
617,83.694,344.744,74,865
618,65.227,1295.033,345,4618
619,141.090,354.611,25,738
620,77.394,418.219,61,913
621,169.903,833.174,152,2782
622,75.689,542.891,134,8166
623,163.805,365.817,6,830
624,86.440,366.303,125,854
625,78.550,1704.883,106,8615
626,60.517,973.167,46,9730
627,104.185,389.936,68,822
628,73.117,401.279,77,1063
629,120.397,375.399,99,863
630,136.437,400.376,96,1618
631,67.250,1771.367,189,7039
632,123.519,3384.360,253,13522
633,81.238,419.385,71,941
634,72.626,469.803,91,1349
635,155.280,396.236,83,962
636,125.773,906.487,77,4073
637,91.989,553.024,115,1289
638,124.877,287.750,0,901
639,90.775,329.752,74,751
640,101.439,348.927,61,1023
641,122.103,341.300,0,743
642,121.409,845.528,0,2610
643,70.978,361.713,91,822
644,121.958,461.245,0,1945
645,165.106,301.978,0,979
646,66.846,547.825,143,4189
647,60.719,259.012,66,590
648,97.075,859.796,156,3208
649,110.745,514.620,44,1484
650,90.977,437.381,96,1180
651,135.079,620.392,149,1173
652,103.924,462.547,76,1350
653,86.209,364.825,0,1135
654,135.079,389.480,13,820
655,56.991,369.027,141,764
656,77.712,1491.941,189,7874
657,114.039,613.107,111,2376
658,84.157,397.479,104,1181
659,38.466,377.325,92,1259
660,141.408,2033.133,170,12943
661,125.975,507.325,116,1058
662,73.030,420.497,82,1114
663,138.287,384.503,53,935
664,71.325,282.609,17,646
665,102.508,1971.437,429,12210
666,38.032,352.922,125,899
667,155.424,934.993,0,2170
668,108.144,486.977,57,1469
669,94.792,404.528,113,918
670,137.911,370.698,13,1384
671,87.394,361.484,76,952
672,163.227,1403.708,246,3261
673,55.257,357.039,0,847
674,131.322,440.178,83,1164
675,48.234,700.661,231,1900
676,115.051,565.284,19,1324
677,67.886,620.911,201,1981
678,89.099,630.976,0,1326
679,82.163,360.224,64,885
