 ,Area,Mean,Min,Max
250,99.503,1566.483,1121,2349
251,93.087,1640.782,1243,2032
252,46.356,1308.686,664,2271
253,141.783,1188.094,773,1607
254,81.093,1261.025,912,1783
255,97.769,1376.174,984,4194
256,61.557,1751.518,1205,4096
257,53.205,1252.188,913,1853
258,115.629,1220.792,883,2512
259,100.659,1395.561,967,2014
260,131.611,1142.821,878,1591
261,67.799,1339.245,1030,1783
262,87.076,1330.669,1014,3215
263,155.973,1624.334,1240,2637
264,78.059,1169.245,914,1460
265,109.762,1754.464,1388,2527
266,103.318,1866.533,1057,2825
267,124.415,1303.242,928,2226
268,151.638,1205.706,920,1828
269,113.115,1428.331,1000,2706
270,86.758,1258.599,1020,1831
271,65.054,1194.490,806,1660
272,87.683,1445.735,1072,2005
273,132.015,1315.487,969,2319
274,72.221,1201.113,924,1571
275,215.739,1455.971,1031,2093
276,132.478,1181.533,756,1772
277,120.369,1459.141,1177,1998
278,93.434,1542.813,1190,2239
279,120.831,1364.882,981,3246
280,128.836,1464.738,1146,2287
281,97.769,1264.871,927,2754
282,149.818,1243.976,943,2266
283,134.905,1769.016,1424,2769
284,114.155,1341.286,926,2245
285,189.266,1415.201,976,2526
286,120.137,1251.671,934,2199
287,162.736,1739.162,1349,2483
288,163.487,1311.569,1041,2121
289,86.209,1274.747,939,2167
290,147.332,1264.498,942,2123
291,105.485,1375.565,943,2078
292,120.022,1685.935,1197,3034
293,79.706,1498.530,1175,2237
294,155.973,1496.623,965,2398
295,103.086,1303.532,927,2095
296,78.521,1715.948,1350,2171
297,212.184,1151.603,858,2023
298,58.060,1504.911,1152,1954
299,116.756,1702.586,1310,2131
300,64.967,1311.384,636,2200
301,64.447,1308.379,987,1706
302,77.308,1265.012,975,1714
303,51.933,1227.457,847,1721
304,79.880,1265.705,881,2113
305,131.004,1709.781,1308,2204
306,50.662,1292.760,930,1835
307,114.646,1222.602,929,1749
308,98.520,1250.339,976,1914
309,131.611,1525.733,991,4686
310,162.042,1757.627,1323,2668
311,33.784,1255.552,885,1605
312,153.228,1158.456,844,1593
313,68.464,1156.004,744,1523
314,129.848,1257.643,1005,2065
315,107.884,1235.230,882,1749
316,47.309,1449.026,1197,1924
317,144.067,1666.458,1204,4138
318,138.980,1306.399,966,2575
319,46.413,1194.823,702,1600
320,134.327,1290.674,982,2616
321,175.568,1798.980,1310,2547
322,82.192,1298.197,927,1911
323,85.891,1439.236,988,2178
324,70.227,1384.607,954,2189
325,112.681,1142.467,568,1751
326,51.702,1213.870,749,1815
327,126.553,1598.488,1171,2145
328,99.965,1649.266,1146,2350
329,146.668,1362.354,975,2156
330,118.346,1109.006,656,1623
331,103.693,1463.985,1194,2153
332,129.414,1153.716,886,1483
333,101.063,1269.536,943,2293
334,89.561,1251.667,951,1895
335,112.248,1250.800,901,1973
336,73.724,1131.591,805,1431
337,182.128,1620.410,1340,1976
338,137.333,1527.649,1180,2231
339,89.966,1666.421,1348,2236
340,103.838,1459.310,1140,1995
341,90.573,1253.305,992,2082
342,110.629,1329.719,863,2086
343,76.961,1278.226,934,1804
344,43.581,1602.443,1199,3420
345,151.812,1926.987,1132,4411
346,111.785,1850.825,1312,4884
347,103.375,1212.108,765,1867
348,96.266,1225.350,865,1878
349,76.816,1461.673,1088,2153
350,82.943,1142.345,712,1988
351,113.028,1504.598,1087,2219
352,108.115,1439.268,835,2865
353,54.794,1304.213,1017,2141
354,84.301,1279.170,959,1718
355,155.598,1343.816,994,2758
356,61.384,1298.791,991,1738
357,66.557,1490.135,615,2624
358,136.899,1123.357,765,1591
359,33.206,1418.810,975,2555
360,85.775,1143.096,697,1738
361,120.311,1659.264,1335,2011
362,127.420,1630.071,998,3691
363,171.666,1374.626,1080,1996
364,113.433,1187.837,927,1875
365,73.319,1753.412,1346,2051
366,101.121,1659.333,1303,2241
367,78.001,1288.862,1007,2238
368,157.245,1427.085,1154,2116
369,96.410,1428.133,917,3863
370,75.169,1328.912,919,1843
371,113.490,1251.631,984,1681
372,128.489,1239.562,924,2105
373,67.019,1734.251,1319,2239
374,154.817,1470.578,1148,2409
375,104.647,1236.094,921,1629
376,94.185,1940.334,1338,2648
377,73.088,1778.749,1469,2275
378,63.696,1424.158,812,2764
379,87.307,1555.720,1150,2095
380,78.666,1245.249,908,1591
381,106.959,1403.723,974,2377
382,66.557,1288.376,637,1991
383,83.694,1282.660,884,2865
384,82.712,1695.577,1318,2252
385,49.014,1168.383,912,1457
386,170.510,1499.643,1000,2180
387,158.979,1832.363,1375,2593
388,140.454,1541.297,1142,2336
389,24.652,1565.331,1128,2339
390,57.453,1081.779,374,1758
391,36.703,1241.647,905,1569
392,88.058,1311.664,1021,2094
393,224.004,1310.493,1037,2024
394,24.189,1227.685,831,1808
395,85.053,1271.272,765,1905
396,137.159,1180.100,825,1504
397,93.665,1418.008,1049,1820
398,147.506,1719.339,1364,2287
399,171.608,1809.162,1370,2418
400,139.182,1772.818,1408,2328
401,134.125,1181.936,760,2086
402,100.254,1802.579,1252,2415
403,76.990,1098.500,865,1676
404,79.937,1218.645,829,1771
405,134.674,1685.383,1348,2232
406,78.001,1213.890,932,1571
407,76.701,1765.737,1376,2645
408,70.921,1170.958,807,1545
409,137.304,1322.645,998,1827
410,18.669,1340.916,590,2103
411,23.033,1327.538,690,1920
412,39.044,1712.266,1412,1985
413,84.533,1073.651,498,1567
414,87.162,1292.600,878,1890
415,67.453,1608.102,1311,1934
416,95.659,1773.036,1412,2484
417,112.045,1531.788,1095,2351
418,89.503,1103.784,635,1701
419,36.587,1123.611,760,1640
420,100.225,1387.819,1046,1782
421,126.611,1131.935,800,1372
422,92.971,1327.709,945,2000
423,24.941,1304.078,985,1950
424,151.609,1546.943,1036,2316
425,31.646,1085.204,786,1363
426,64.505,1476.556,1108,2118
427,133.460,1098.160,787,1595
428,140.830,1236.184,904,1636
429,176.435,1320.382,1005,2196
430,84.706,1754.279,1393,2184
431,137.998,1324.469,914,2188
432,151.898,1738.460,1348,2708
433,83.868,1158.237,875,1528
434,149.269,1500.324,829,2328
435,104.820,1466.099,987,2078
436,88.058,1221.701,737,1769
437,49.795,1779.418,1436,2336
438,137.651,1688.508,1358,2105
439,113.808,1730.850,1406,2207
440,121.785,1179.012,876,2029
441,121.669,1152.687,764,1614
442,149.818,1738.534,1216,2235
443,116.554,1290.234,938,1977
444,114.878,1393.892,1032,2240
445,69.938,1764.349,1387,2530
446,151.638,1181.455,883,1615
447,50.922,1069.002,802,1342
448,56.008,1286.943,902,1814
449,138.691,1506.790,1172,2056
450,109.069,1788.218,1373,2644
451,138.200,1501.835,1109,2339
452,62.626,1781.623,1404,2281
453,116.120,1752.444,984,4037
454,125.108,1523.343,1191,2282
455,67.482,1808.156,1197,2370
456,83.723,1239.163,975,1699
457,133.634,1613.159,1063,2970
458,80.747,1180.965,832,1588
459,157.765,1263.688,943,1916
460,109.676,1707.480,1396,2139
461,107.103,1451.531,1079,2433
462,38.293,1448.235,1042,3881
463,69.851,1456.159,1123,2181
464,91.353,1516.705,953,2214
465,92.914,1483.927,1220,1811
466,60.285,1259.528,979,1961
467,104.791,1504.331,1025,2372
468,64.129,1826.609,1431,3025
469,134.385,1742.817,1450,2294
470,134.038,1150.860,899,1538
471,55.575,1634.097,1239,2356
472,16.762,1038.952,724,1266
473,116.351,1095.942,655,1444
474,89.474,1686.839,1173,2240
475,75.776,1081.678,791,1404
476,111.612,1116.503,829,1640
477,84.735,1202.530,962,1522
478,96.844,1649.599,1114,4411
479,124.848,1171.470,899,1528
480,100.254,1391.643,929,2059
481,122.103,1057.340,591,1507
482,132.160,1487.973,995,2890
483,154.846,1423.870,1168,1931
484,56.008,1072.926,864,1281
485,138.922,1485.594,975,2242
486,125.888,1476.911,1191,1861
487,91.151,1729.584,1238,4406
488,96.324,1287.984,972,2297
489,164.297,1740.359,1412,2193
490,48.205,1174.572,711,1731
491,105.312,1488.523,1150,2478
492,122.016,1959.032,1298,4603
493,61.441,1515.194,1229,1842
494,35.981,1431.516,1151,1701
495,52.049,1172.571,827,1627
496,111.959,1240.805,696,1848
497,100.630,1162.471,867,1978
498,42.945,1645.477,1249,2506
499,47.194,1214.927,884,1616
500,137.159,1249.113,977,2103
501,93.347,1498.986,989,2913
502,106.410,1761.207,1482,2146
503,48.292,1754.776,1371,2161
504,127.738,1158.669,846,1560
505,89.128,1544.577,1193,1998
506,51.731,1633.416,1220,2442
507,29.507,1782.416,1283,2783
508,71.817,1496.239,1128,2154
509,152.765,1625.024,1306,3634
510,99.243,1285.901,1017,1970
511,129.934,1348.735,970,2376
512,72.452,1550.591,1178,2204
513,54.274,1758.705,1108,2612
514,66.123,1269.800,987,1718
515,75.660,1488.078,1212,1846
516,111.872,1672.894,1244,3201
517,84.301,1189.584,855,1810
518,44.535,1787.399,1233,2421
519,134.154,1187.866,784,1792
520,45.229,1513.413,1262,1827
521,156.118,1686.472,1336,2268
522,86.556,1200.664,986,1493
523,91.469,1227.615,948,1520
524,51.760,1607.747,1226,2730
525,95.861,1441.524,1008,1931
526,126.669,1252.540,953,1517
527,131.466,1114.585,801,1502
528,32.050,1507.705,1206,1892
529,101.930,1253.983,942,1818
530,133.807,1274.246,995,3347
531,109.329,1735.549,1490,2032
532,123.779,1545.313,1244,2010
533,71.383,1602.464,1081,2064
534,107.913,1192.825,896,1543
535,28.264,1508.725,1250,1908
536,81.643,1213.945,925,1835
537,73.551,1211.082,889,2567
538,69.476,1260.942,962,1544
539,59.736,1531.482,1033,3828
540,85.428,1567.040,1264,2225
541,61.991,1714.330,1370,2385
542,148.084,1739.527,1466,2189
543,78.377,1821.617,1573,2159
544,151.667,1099.530,726,1331
545,125.282,1421.146,960,2930
546,50.402,1445.341,1140,2013
547,35.663,1103.875,750,1482
548,75.689,1554.684,1054,2497
549,156.407,1547.294,1018,2348
550,69.071,1063.748,767,1355
551,141.234,1234.670,983,1750
552,58.262,1353.241,1048,1705
553,141.870,1200.508,853,1837
554,36.154,1589.098,1300,2089
555,100.977,1132.955,842,1593
556,41.356,1375.936,1137,2609
557,84.417,1739.895,1414,2153
558,89.243,1445.792,1047,1996
559,117.334,1723.748,1322,2157
560,66.152,1193.867,843,1909
561,78.579,1559.197,1295,2353
562,91.873,1225.911,885,2128
563,73.926,1198.817,931,1462
564,122.016,1340.741,1027,1866
565,133.431,1396.016,968,2283
566,130.455,1302.880,1034,1790
567,138.604,1691.204,1246,2177
568,104.040,1120.988,875,1372
569,157.967,1239.218,961,1516
570,132.304,1513.482,1177,2416
571,141.437,1259.221,1001,1642
572,132.304,1095.858,756,1486
573,67.395,1417.629,1121,1838
574,98.289,1736.309,1225,2267
575,132.738,1751.590,1250,2373
576,133.923,1503.431,1160,2006
577,57.887,1129.104,886,1423
